Index, Symbol, Company Name, Sector, Industry, Country, Market Cap, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, EPS This Y, EPS Next Y, EPS Next 5Y, EPS Q/Q, Sales Q/Q, ROA, ROE, ROI, Current Ratio, Quick Ratio, LT Debt/Equity, Debt/Equity, Gross Margin, Operating Margin, Net Margin, Perf Month, Perf Quarter, Perf Half Y, Perf Year, Perf YTD, Volatility (Month)
35, BNL, Broadstone Net Lease Inc., Real Estate, REIT - Diversified, USA, 3.18B, 38.32, -, 9.74, 1.37, 23.87, -14.10%, -4.52%, -, 120.20%, 5.80%, 1.50%, 2.90%, 3.10%, -, -, 0.65, 0.65, 82.80%, 37.90%, 19.10%, 7.27%, 17.04%, 20.73%, -, 11.54%, 2.28%
37, BPYU, Brookfield Property REIT Inc., Real Estate, REIT - Retail, USA, 716.24M, -, -, 0.48, 0.52, -, -385.50%, -, -, -293.00%, -8.70%, -4.00%, -57.80%, 0.70%, -, -, 11.72, 11.72, 57.70%, -1.80%, -58.50%, 4.00%, 8.70%, 12.01%, 80.37%, 25.44%, 1.23%
39, BRMK, Broadmark Realty Capital Inc., Real Estate, REIT - Mortgage, USA, 1.37B, 10.17, -, 11.41, 1.17, -, 20.10%, 20.76%, -, -23.20%, -7.20%, 7.00%, 7.10%, 7.70%, -, -, 0.00, 0.00, -, 69.40%, 69.40%, -5.42%, -1.81%, -1.25%, 17.73%, 0.88%, 1.86%
42, BXMT, Blackstone Mortgage Trust Inc., Real Estate, REIT - Mortgage, USA, 4.70B, 12.93, -, 5.79, 1.21, 60.01, -3.20%, 3.25%, -2.48%, -, -50.40%, -, -, 1.90%, -, -, 3.21, 3.21, 46.00%, 38.00%, -, -1.45%, 6.02%, 17.93%, 35.78%, 16.35%, 1.94%
44, CBRE, CBRE Group Inc., Real Estate, Real Estate Services, USA, 29.40B, 20.27, 3.19, 1.23, 4.12, 19.19, -41.00%, 11.03%, 11.00%, 54.70%, 0.80%, 5.00%, 12.50%, 6.80%, 1.40, 1.40, 0.27, 0.37, 20.20%, 3.90%, 3.50%, 3.09%, 13.19%, 43.29%, 99.59%, 39.96%, 1.99%
46, CDOR, Condor Hospitality Trust Inc., Real Estate, REIT - Hotel & Motel, USA, 50.79M, -, -, 1.61, 0.80, -, -244.30%, 54.10%, 15.00%, 26.10%, -27.30%, -6.80%, -27.10%, -3.60%, -, -, 2.87, 2.87, 13.20%, -34.50%, -59.70%, 4.55%, -15.34%, 30.77%, -10.53%, 7.87%, 6.05%
48, CHCI, Comstock Holding Companies Inc., Real Estate, Real Estate - Diversified, USA, 50.91M, -, 2.29, 1.69, 11.19, 15.43, 13.20%, -, 10.00%, -, 18.60%, 10.10%, 58.30%, 25.70%, -, -, 1.17, 1.19, 21.20%, 9.00%, 7.80%, 44.67%, 16.00%, 119.32%, 175.00%, 101.26%, 13.13%
50, CHMI, Cherry Hill Mortgage Investment Corporation, Real Estate, REIT - Mortgage, USA, 168.02M, 7.42, -, 3.24, 0.88, -, -4.10%, 24.81%, -2.80%, 135.40%, -, -, -, -, -, -, 0.62, 5.55, 38.60%, -, -, -3.54%, -2.19%, 5.71%, 13.79%, 7.44%, 2.88%
52, CIM, Chimera Investment Corporation, Real Estate, REIT - Mortgage, USA, 3.23B, 10.17, -, 2.94, 0.91, 6.46, -96.30%, 2.36%, -2.38%, 125.60%, -25.30%, 3.10%, 15.10%, 0.50%, -, -, 2.49, 3.63, 52.90%, 56.40%, 49.30%, 8.69%, 20.15%, 33.68%, 70.04%, 37.85%, 2.12%
54, CLDT, Chatham Lodging Trust, Real Estate, REIT - Hotel & Motel, USA, 643.75M, 24.39, -, 5.51, 0.88, -, -513.90%, 357.10%, 12.00%, 109.50%, -46.70%, -3.30%, -6.60%, -4.90%, -, -, 0.85, 0.85, 73.50%, -29.60%, -39.00%, -5.52%, -4.50%, 15.22%, 95.11%, 21.94%, 3.76%
56, CLNC, Colony Credit Real Estate Inc., Real Estate, REIT - Diversified, USA, 1.22B, 10.24, -, 4.59, 0.79, 43.90, 14.90%, 52.06%, -, -16.00%, 8.80%, -5.70%, -22.20%, -0.80%, -, -, 2.69, 2.69, 66.50%, -, -, 6.90%, 12.90%, 22.89%, 90.91%, 26.00%, 3.57%
58, CLPR, Clipper Realty Inc., Real Estate, REIT - Diversified, USA, 127.90M, 162.00, -, 1.04, 3.68, -, -174.20%, 153.30%, -, -, -1.90%, -0.60%, -17.10%, 2.50%, -, -, 31.20, 31.20, 51.30%, 18.60%, -6.10%, -0.98%, -7.95%, 32.79%, 9.76%, 14.89%, 3.31%
60, CMO, Capstead Mortgage Corporation, Real Estate, REIT - Mortgage, USA, 625.59M, 8.96, 0.83, 4.37, 0.95, 8.01, -152.70%, 10.77%, 10.00%, 106.70%, -62.40%, 0.90%, 11.30%, -0.80%, -, -, 0.15, 10.58, 76.00%, 65.60%, 52.00%, 0.16%, 11.21%, 8.77%, 27.47%, 11.02%, 1.65%
41, BRX, Brixmor Property Group Inc., Real Estate, REIT - Retail, USA, 6.68B, 35.48, -, 6.36, 2.53, -, -55.70%, 13.68%, -, -12.60%, -0.90%, -, -, 3.70%, -, -, 1.93, 1.93, 73.20%, -, -, 1.29%, 14.87%, 37.72%, 103.49%, 37.22%, 2.50%
43, BXP, Boston Properties Inc., Real Estate, REIT - Office, USA, 18.21B, 40.07, 5.74, 6.68, 3.17, -, 68.00%, 15.74%, 7.00%, -81.70%, -5.20%, -, -, 4.70%, -, -, 2.21, 2.21, 62.20%, -, -, 7.44%, 16.06%, 14.86%, 36.73%, 24.36%, 2.32%
45, CCI, Crown Castle International Corp. REIT, Real Estate, REIT - Specialty, USA, 81.81B, 60.33, 4.03, 13.86, 9.17, -, 31.50%, 25.59%, 21.00%, -25.60%, 4.50%, 2.30%, 9.60%, 6.10%, 0.60, 0.60, 2.21, 2.23, 66.90%, 28.90%, 15.30%, 0.82%, 23.27%, 14.88%, 10.07%, 19.04%, 1.53%
47, CDR, Cedar Realty Trust Inc., Real Estate, REIT - Retail, USA, 193.39M, -, -, 1.53, 0.57, -, -17.70%, -58.50%, 11.00%, 68.50%, -20.90%, -0.70%, -2.70%, 2.30%, -, -, 1.92, 1.92, 63.90%, 19.00%, -6.80%, -11.94%, -1.52%, 56.24%, 189.60%, 40.47%, 4.53%
49, CHCT, Community Healthcare Trust Incorporated, Real Estate, REIT - Healthcare Facilities, USA, 1.15B, 40.76, -, 14.52, 2.40, 234.37, 114.30%, 15.08%, -, 18.10%, 19.60%, 2.80%, 4.40%, 4.30%, -, -, 0.58, 0.58, 82.30%, 36.80%, 23.20%, -6.28%, 8.44%, 5.63%, 29.82%, 0.36%, 2.32%
51, CIGI, Colliers International Group Inc., Real Estate, Real Estate Services, Canada, 4.79B, 21.12, 4.61, 1.63, 7.51, 25.13, -52.50%, 8.98%, 20.00%, -3.60%, 22.90%, 1.60%, 8.90%, 8.10%, 0.90, 0.90, 1.24, 1.44, 37.90%, 6.30%, 1.70%, 2.65%, 4.97%, 22.84%, 115.93%, 24.53%, 3.35%
53, CIO, City Office REIT Inc., Real Estate, REIT - Office, USA, 501.70M, -, 1.25, 3.13, 1.45, 1672.35, 52.10%, -151.40%, 9.00%, -86.90%, -1.50%, 3.90%, 14.00%, 3.20%, -, -, 1.65, 1.65, 64.00%, 19.90%, 28.10%, 5.57%, 13.11%, 26.48%, 24.57%, 18.32%, 2.87%
55, CLI, Mack-Cali Realty Corporation, Real Estate, REIT - Office, USA, 1.54B, -, -, 5.00, 1.10, 95.58, -178.20%, 10.60%, -4.73%, 32.10%, -9.00%, -0.30%, -1.10%, -1.00%, -, -, 2.01, 2.01, 54.00%, -11.60%, -4.80%, 2.52%, 20.81%, 20.04%, 12.23%, 37.00%, 3.22%
57, CLNY, Colony Capital Inc., Real Estate, REIT - Diversified, USA, 3.42B, -, -, 2.56, 2.67, -, -6.50%, 75.70%, -, -4.80%, 45.30%, -, -, -26.10%, -, -, 5.75, 5.75, 59.70%, -, -, -2.14%, 12.81%, 56.85%, 241.79%, 42.83%, 3.57%
59, CMCT, CIM Commercial Trust Corporation, Real Estate, REIT - Office, USA, 176.94M, -, -, 2.51, 23.04, 16.69, -111.50%, -, -, -19.20%, -25.90%, -5.00%, -142.30%, -1.10%, -, -, 43.66, 43.66, 31.50%, -9.80%, -49.40%, 6.49%, -4.01%, 6.87%, 21.01%, -15.87%, 5.38%
62, CONE, CyrusOne Inc., Real Estate, REIT - Specialty, USA, 8.95B, 352.87, -, 8.24, 3.40, -, -3.90%, 29.01%, -, 18.60%, 21.40%, 0.70%, 1.70%, 0.60%, -, -, 1.29, 0.00, 58.10%, 3.50%, 4.10%, 3.22%, 13.18%, 5.18%, -0.79%, 0.82%, 2.39%
64, CORR, CorEnergy Infrastructure Trust Inc., Real Estate, REIT - Diversified, USA, 79.90M, 29.00, -, 1.84, 9.37, -, 96.00%, 122.60%, 2.00%, 91.10%, 9.90%, -48.20%, -665.80%, -213.00%, -, -, 24.82, 24.82, 97.80%, -, -, -1.77%, -20.81%, -11.61%, -39.10%, -11.09%, 5.06%
66, CPT, Camden Property Trust, Real Estate, REIT - Residential, USA, 12.17B, 75.90, 31.01, 11.64, 3.67, -, -44.00%, 21.20%, 3.60%, -27.70%, 0.60%, -, -, 1.80%, -, -, 0.93, 0.93, 58.90%, -, -, 4.44%, 20.55%, 27.13%, 36.92%, 25.48%, 1.72%
68, CSR, Investors Real Estate Trust, Real Estate, Real Estate Services, USA, 928.32M, -, -, 5.15, 1.78, 201.81, -102.40%, -29.30%, 6.00%, 29.00%, 5.00%, 0.00%, 0.00%, 0.70%, -, -, 1.52, 1.52, 55.90%, 4.30%, 0.10%, 1.29%, 1.83%, -0.43%, 0.41%, 0.78%, 2.19%
70, CTRE, CareTrust REIT Inc., Real Estate, REIT - Healthcare Facilities, USA, 2.23B, 24.07, 4.53, 12.41, 2.40, 58.55, 71.00%, 6.62%, 6.00%, 5.60%, 3.40%, 5.40%, 8.90%, 7.20%, -, -, 0.72, 0.72, -, 58.40%, 45.40%, -3.56%, 2.02%, 16.40%, 24.96%, 4.96%, 2.19%
72, CUBE, CubeSmart, Real Estate, REIT - Industrial, USA, 8.68B, 44.10, 8.46, 12.32, 4.64, 144.59, -3.80%, 6.55%, 6.00%, 6.80%, 15.10%, 3.90%, 9.40%, 5.70%, -, -, 1.24, 1.24, 67.70%, 34.80%, 24.10%, 4.44%, 20.07%, 33.96%, 53.87%, 30.29%, 1.86%
74, CWK, Cushman & Wakefield plc, Real Estate, Real Estate Services, USA, 4.23B, 12.37, -, 0.54, 3.82, 27.98, 44.40%, 30.81%, 10.00%, 69.10%, 1.50%, -2.50%, -17.10%, -2.20%, 1.40, 1.40, 2.92, 2.96, 18.10%, 0.30%, -2.30%, 11.04%, 21.24%, 21.39%, 85.46%, 28.19%, 3.06%
76, CXW, CoreCivic Inc., Real Estate, REIT - Specialty, USA, 917.68M, -, -, 0.49, 0.74, 3.02, -71.70%, -, 6.00%, -489.80%, -7.40%, -2.70%, -7.60%, 4.70%, 2.00, 2.00, 1.36, 1.39, 26.30%, 5.50%, -5.50%, -1.63%, 3.16%, -0.13%, -34.91%, 19.54%, 4.60%
78, DEI, Douglas Emmett Inc., Real Estate, REIT - Office, USA, 6.02B, 74.67, 22.26, 7.03, 2.49, 112.89, -86.50%, 108.52%, 8.00%, -57.40%, -14.00%, 0.40%, 1.40%, 2.20%, -, -, 1.95, 1.95, 65.30%, 16.30%, 4.00%, 2.90%, 4.17%, 7.26%, 18.26%, 18.99%, 2.42%
80, DLR, Digital Realty Trust Inc., Real Estate, REIT - Office, USA, 42.29B, 93.44, 3.25, 10.14, 2.56, -, -57.40%, -11.61%, 30.30%, 46.20%, 32.40%, 1.20%, 2.60%, 1.40%, -, -, 0.80, 0.80, 62.10%, 12.70%, 10.40%, 1.69%, 13.99%, 11.65%, 5.57%, 8.64%, 1.85%
61, COLD, Americold Realty Trust, Real Estate, REIT - Industrial, USA, 9.52B, 57.87, -, 4.45, 2.60, 755.42, -54.70%, 16.28%, 9.50%, -149.40%, 31.10%, -0.20%, -0.50%, 2.50%, -, -, 0.75, 0.75, 26.80%, 5.70%, -0.60%, -4.35%, 7.83%, 12.52%, 6.47%, 1.85%, 2.33%
63, COR, CoreSite Realty Corporation, Real Estate, REIT - Office, USA, 5.10B, 58.66, 121.80, 8.27, 120.05, 119.83, -4.90%, 9.31%, 0.50%, 7.90%, 6.90%, 3.80%, 107.20%, 7.90%, -, -, 40.58, 40.58, 68.10%, 23.10%, 13.50%, 1.72%, 2.68%, -2.46%, -2.86%, -3.22%, 1.75%
65, CPLG, CorePoint Lodging Inc., Real Estate, REIT - Hotel & Motel, USA, 613.35M, -, -, 1.69, 0.72, -, 15.30%, 16.40%, -12.19%, -46.30%, -33.60%, -10.20%, -21.60%, -8.30%, -, -, 0.95, 0.95, 28.50%, -45.00%, -51.90%, 5.85%, 17.21%, 50.94%, 164.90%, 52.47%, 4.51%
67, CSGP, CoStar Group Inc., Real Estate, Real Estate Services, USA, 33.37B, 58.86, 7.27, 19.34, 6.14, 85.40, -31.10%, 28.75%, 20.00%, -4.80%, 16.80%, 3.40%, 4.30%, 3.90%, 13.20, 13.20, 0.18, 0.18, 81.50%, 18.20%, 13.30%, -2.83%, 4.79%, -2.96%, 30.02%, -7.60%, 2.53%
69, CTO, CTO Realty Growth Inc., Real Estate, Real Estate - Development, USA, 313.75M, 46.54, -, 5.38, 1.08, -, -125.30%, -54.18%, -, 150.90%, 14.80%, 14.50%, 31.00%, 2.10%, -, -, 0.79, 0.79, 75.00%, 28.30%, -, -0.47%, 0.34%, 30.90%, 58.85%, 25.28%, 2.49%
71, CTT, CatchMark Timber Trust Inc., Real Estate, REIT - Specialty, USA, 585.91M, -, -, 5.58, 4.25, 61.67, 81.20%, 0.00%, -, 87.00%, 2.60%, -2.30%, -10.20%, -0.70%, -, -, 3.19, 3.19, 52.80%, 0.90%, -13.20%, 3.20%, 12.84%, 21.07%, 52.23%, 27.67%, 2.87%
73, CUZ, Cousins Properties Incorporated, Real Estate, REIT - Office, USA, 5.41B, 48.17, -, 7.35, 1.24, -, 38.00%, -1.28%, -, -83.40%, -2.20%, 1.30%, 2.00%, -, -, -, 0.44, 0.50, 65.40%, 20.20%, 12.40%, -0.11%, 7.69%, 8.67%, 19.18%, 10.72%, 2.11%
75, CXP, Columbia Property Trust Inc., Real Estate, REIT - Office, USA, 2.03B, -, -, 7.03, 0.77, -, -, -, -, -95.00%, -15.60%, 2.60%, 4.30%, -1.10%, -, -, 0.49, 0.49, 57.80%, -14.20%, 37.90%, -3.64%, 18.42%, 21.37%, 37.39%, 21.97%, 1.86%
