Index, Symbol, Company Name, Sector, Industry, Country, Market Cap, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, EPS This Y, EPS Next Y, EPS Next 5Y, EPS Q/Q, Sales Q/Q, ROA, ROE, ROI, Current Ratio, Quick Ratio, LT Debt/Equity, Debt/Equity, Gross Margin, Operating Margin, Net Margin, Perf Month, Perf Quarter, Perf Half Y, Perf Year, Perf YTD, Volatility (Month)
3, ACEL, Accel Entertainment Inc., Consumer Cyclical, Gambling, USA, 1.22B, 15.94, -, 1.82, 6.87, -, -177.70%, 29.20%, 21.74%, 621.60%, 34.60%, -5.20%, -28.40%, 1.60%, 4.00, 4.00, 2.09, 2.21, 35.20%, 0.20%, -4.20%, 0.38%, 11.85%, 20.70%, 29.39%, 29.90%, 5.03%
5, AEO, American Eagle Outfitters Inc., Consumer Cyclical, Apparel Retail, USA, 6.01B, 15.50, 6.43, 1.42, 5.43, 118.63, -212.30%, 8.34%, 7.70%, -25.00%, -1.70%, -5.90%, -20.10%, -13.30%, 1.80, 1.30, 0.30, 0.30, 36.70%, -6.50%, -4.90%, 0.23%, 35.23%, 91.62%, 286.79%, 76.53%, 4.44%
7, AGS, PlayAGS Inc., Consumer Cyclical, Gambling, USA, 389.79M, -, -, 2.32, 8.08, 92.81, -622.10%, 70.10%, -, 47.50%, 2.00%, -10.40%, -133.70%, -6.20%, 3.90, 3.20, 13.07, 13.22, 72.70%, -23.00%, -46.80%, 15.95%, 25.22%, 101.19%, 95.39%, 41.39%, 6.52%
9, ALSN, Allison Transmission Holdings Inc., Consumer Cyclical, Auto Parts, USA, 4.70B, 8.40, 0.52, 2.31, 6.15, 13.53, -46.60%, 25.14%, 32.77%, -10.60%, -7.70%, 6.20%, 37.80%, 13.10%, 2.00, 1.50, 3.28, 3.29, 47.70%, 23.90%, 13.80%, 1.17%, 5.22%, 2.15%, 12.17%, -1.90%, 2.42%
11, AMCR, Amcor plc, Consumer Cyclical, Packaging & Containers, Switzerland, 18.32B, 15.07, 2.47, 1.46, 3.93, 50.07, 6.70%, 6.10%, 8.66%, 51.30%, 2.10%, 5.20%, 18.40%, 7.40%, 1.30, 0.80, 1.40, 1.42, 21.60%, 10.10%, 6.90%, -0.76%, 4.52%, 1.81%, 15.57%, 0.25%, 1.91%
13, AMZN, Amazon.com Inc., Consumer Cyclical, Internet Retail, USA, 1629.04B, 44.71, 1.62, 3.89, 15.72, 74.77, 81.90%, 29.35%, 37.93%, 215.40%, 43.80%, 9.10%, 30.50%, 13.90%, 1.10, 0.80, 0.66, 0.67, 40.00%, 6.60%, 6.40%, -7.15%, 2.45%, 1.19%, 31.96%, -1.04%, 2.03%
15, ANF, Abercrombie & Fitch Co., Consumer Cyclical, Apparel Retail, USA, 2.72B, 15.35, -, 0.87, 2.85, 8.29, -404.60%, -8.31%, 18.00%, 8.20%, -5.30%, -3.40%, -13.40%, -6.30%, 1.70, 1.30, 0.37, 0.00, 60.50%, -0.40%, -3.60%, 13.26%, 54.60%, 87.03%, 267.47%, 109.72%, 5.25%
17, APRN, Blue Apron Holdings Inc., Consumer Cyclical, Internet Retail, USA, 90.10M, -, -, 0.18, 1.77, -, 34.50%, 23.70%, -, 42.10%, 27.30%, -19.20%, -68.90%, -40.00%, 1.00, 0.70, 0.56, 0.62, 37.80%, -7.10%, -8.50%, -15.54%, -45.24%, -27.01%, -46.92%, -10.55%, 7.88%
19, ARCO, Arcos Dorados Holdings Inc., Consumer Cyclical, Restaurants, Uruguay, 1.27B, 25.18, -, 0.66, 8.29, 77.73, -288.90%, 576.32%, -, 43.40%, -9.10%, -5.80%, -74.50%, -8.70%, 0.80, 0.70, 4.77, 4.79, 5.80%, -3.40%, -6.60%, 13.71%, 17.85%, 35.36%, 68.98%, 28.63%, 5.19%
22, ARMK, Aramark, Consumer Cyclical, Restaurants, USA, 9.53B, 20.21, -, 0.92, 3.62, 375.19, -218.80%, 904.30%, -7.70%, 55.20%, -24.40%, -3.70%, -20.60%, -1.10%, 1.50, 1.30, 3.09, 3.12, 5.80%, -4.20%, -5.40%, -5.11%, -3.24%, 2.75%, 44.26%, -2.94%, 2.44%
24, ASO, Academy Sports and Outdoors Inc., Consumer Cyclical, Specialty Retail, USA, 3.38B, 10.17, 0.45, 0.59, 2.97, -, 178.30%, 7.42%, 23.10%, 416.00%, 16.60%, -, -, 20.70%, 1.20, 0.40, 0.70, 0.71, 30.50%, 7.50%, 5.40%, 18.60%, 51.26%, 118.74%, -, 76.22%, 5.31%
26, AUVI, Applied UV Inc., Consumer Cyclical, Furnishings Fixtures & Appliances, USA, 76.73M, -, -, 11.63, 4.85, -, -215.70%, 32.60%, -, -450.00%, 53.30%, -, -, -33.10%, 2.90, 2.80, 0.01, 0.03, 24.70%, -, -, -14.06%, -19.90%, 63.69%, -, 79.74%, 13.58%
28, AYRO, Ayro Inc., Consumer Cyclical, Auto Manufacturers, USA, 185.72M, 4.33, -, 84.42, 1.66, -, 75.20%, 239.50%, -, 29.30%, 700.00%, -32.60%, -34.80%, -, 43.00, 42.60, 0.00, 0.00, -2.50%, -, -, -13.76%, -31.89%, -42.94%, 60.33%, -19.57%, 8.33%
30, BABA, Alibaba Group Holding Limited, Consumer Cyclical, Internet Retail, China, 576.76B, 17.75, 6.69, 5.13, 3.94, 19.34, -2.20%, 22.19%, 3.73%, -274.60%, 63.90%, 9.80%, 17.00%, 5.60%, 1.70, 1.70, 0.14, 0.16, 41.30%, 12.50%, 21.00%, -8.63%, -11.47%, -22.96%, 3.17%, -8.07%, 2.15%
32, BBBY, Bed Bath & Beyond Inc., Consumer Cyclical, Specialty Retail, USA, 2.88B, 13.23, -, 0.31, 2.52, 43.18, 68.00%, 43.49%, 72.90%, 119.30%, -15.70%, -2.10%, -10.30%, -4.70%, 1.60, 0.80, 0.93, 0.93, 33.80%, -2.80%, -1.60%, 7.61%, 0.47%, 28.87%, 285.01%, 57.60%, 5.42%
34, BBQ, BBQ Holdings Inc., Consumer Cyclical, Restaurants, USA, 127.21M, 19.69, -, 0.94, 4.35, -, 373.30%, 65.85%, 15.00%, -, -54.00%, -, 16.90%, -, 1.10, 1.00, 0.79, 0.86, 12.80%, 1.50%, 3.70%, -1.25%, 123.17%, 190.77%, 369.82%, 174.39%, 9.52%
36, BBY, Best Buy Co. Inc., Consumer Cyclical, Specialty Retail, USA, 29.58B, 13.82, 1.38, 0.59, 6.60, 6.90, 18.90%, 4.94%, 9.90%, 9.80%, 11.50%, 9.40%, 43.60%, 30.40%, 1.20, 0.70, 0.27, 0.30, 22.50%, 4.60%, 3.40%, -1.73%, 14.31%, 2.05%, 48.85%, 16.48%, 2.79%
38, BDL, "Flanigans Enterprises Inc.", Consumer Cyclical, Restaurants, USA, 46.96M, -, -, 0.40, 1.24, 4.43, -69.60%, -, -, 278.20%, 14.30%, 2.80%, 7.90%, 4.20%, 1.70, 1.50, 0.50, 0.66, 57.10%, 6.70%, 2.70%, 17.12%, 25.37%, 72.90%, 44.39%, 44.03%, 8.78%
40, BFAM, Bright Horizons Family Solutions Inc., Consumer Cyclical, Personal Services, USA, 8.23B, 33.95, 66.69, 5.88, 6.39, -, -85.40%, 80.42%, 48.20%, -77.70%, -22.80%, -, -, 2.80%, 1.20, 1.20, 0.78, 0.78, 19.90%, -, -, -8.98%, -15.11%, -20.11%, 23.55%, -20.09%, 3.07%
21, ARKR, Ark Restaurants Corp., Consumer Cyclical, Restaurants, USA, 70.59M, -, -, 0.94, 1.73, -, -276.70%, -, -, 325.80%, -24.10%, -0.70%, -2.70%, -4.20%, 0.90, 0.80, 0.88, 1.00, 71.00%, -11.90%, -1.40%, -2.59%, 5.06%, 39.34%, 62.78%, 2.84%, 2.98%
23, ARVL, Arrival, Consumer Cyclical, Auto Manufacturers, Luxembourg, 12.10B, -, -, -, 2.53, -, -, -, -, -, -, -2.00%, -2.10%, -, 0.10, 0.10, 0.00, 0.00, -, -, -, 0.73%, -20.27%, -26.05%, 98.45%, -31.76%, 6.73%
25, ATR, AptarGroup Inc., Consumer Cyclical, Packaging & Containers, USA, 9.64B, 32.09, 5.51, 3.23, 5.06, 44.65, -12.30%, 9.44%, 7.39%, 48.50%, 7.60%, 6.20%, 13.60%, 8.30%, 1.90, 1.30, 0.55, 0.58, 37.00%, 11.50%, 8.10%, -2.39%, 12.79%, 16.64%, 32.25%, 7.61%, 1.63%
27, AXL, American Axle & Manufacturing Holdings Inc., Consumer Cyclical, Auto Parts, USA, 1.29B, 5.35, -, 0.27, 3.16, 2.45, -15.00%, 42.09%, 71.13%, 107.30%, 6.10%, -0.40%, -7.00%, -9.20%, 1.90, 1.60, 8.38, 8.41, 12.80%, 2.90%, -0.50%, 14.29%, 8.00%, 35.92%, 57.52%, 34.29%, 4.58%
29, AZO, AutoZone Inc., Consumer Cyclical, Specialty Retail, USA, 31.10B, 15.57, 1.10, 2.18, -, 11.97, 14.00%, 4.68%, 14.00%, 20.50%, 15.80%, 13.00%, -144.20%, 39.80%, 0.90, 0.20, -, -, 53.00%, 17.80%, 12.80%, -4.63%, 20.28%, 24.52%, 22.54%, 18.66%, 1.96%
31, BALY, "Ballys Corporation", Consumer Cyclical, Resorts & Casinos, USA, 2.47B, 19.22, -, 5.43, 4.57, 4948.80, -120.60%, 122.71%, -, -6.20%, 76.30%, -0.40%, -2.70%, 3.70%, 2.00, 1.90, 2.48, 2.49, 64.70%, -1.50%, -1.60%, -1.71%, -9.92%, 22.14%, 177.52%, 15.53%, 5.00%
33, BBIG, Vinco Ventures Inc., Consumer Cyclical, Leisure, USA, 92.20M, -, -, 5.84, -, -, 74.50%, -, -, -, -29.70%, -, -, -12.90%, 1.60, 1.40, -, -, 27.70%, -, -, 8.02%, -1.74%, 100.71%, 17.92%, 106.57%, 13.67%
35, BBW, Build-A-Bear Workshop Inc., Consumer Cyclical, Specialty Retail, USA, 266.46M, 12.41, -, 1.04, 3.39, 13.39, 132.00%, 32.26%, 30.00%, 70.20%, -10.40%, -10.20%, -44.20%, -34.20%, 1.10, 0.60, 0.00, 0.00, 41.00%, -9.10%, -10.70%, 94.27%, 100.39%, 273.35%, 572.69%, 257.61%, 10.85%
37, BC, Brunswick Corporation, Consumer Cyclical, Leisure, USA, 7.95B, 11.98, 1.14, 1.65, 4.87, 12.50, 51.70%, 11.02%, 15.00%, 144.20%, 48.40%, 12.50%, 31.70%, 18.00%, 1.60, 0.90, 0.55, 0.58, 28.80%, 13.90%, 9.80%, -3.24%, 10.38%, 34.39%, 85.84%, 34.09%, 2.94%
39, BERY, Berry Global Group Inc., Consumer Cyclical, Packaging & Containers, USA, 9.20B, 10.80, 1.05, 0.74, 3.46, -, 37.90%, 9.92%, 12.66%, 40.80%, 13.30%, -, -, 8.30%, 1.70, 1.10, 3.71, 3.73, 20.80%, -, -, 7.60%, 18.83%, 26.46%, 51.88%, 21.39%, 2.00%
42, BGFV, Big 5 Sporting Goods Corporation, Consumer Cyclical, Specialty Retail, USA, 706.33M, 12.76, -, 0.64, 2.62, 3.89, 546.70%, -28.70%, -6.54%, 541.80%, 25.30%, 11.80%, 37.20%, 24.40%, 1.50, 0.50, 0.02, 0.03, 34.90%, 10.10%, 7.50%, 71.44%, 115.28%, 215.27%, 1615.33%, 212.49%, 11.71%
44, BH, Biglari Holdings Inc., Consumer Cyclical, Restaurants, USA, 488.52M, -, -, 1.25, 0.48, 2.32, -183.70%, -, -, 155.80%, -30.50%, 17.40%, 30.30%, 2.10%, 1.10, 1.10, 0.12, 0.12, 34.60%, 4.60%, 43.70%, 20.19%, 14.82%, 45.53%, 163.09%, 44.04%, 5.65%
46, BKE, The Buckle Inc., Consumer Cyclical, Apparel Retail, USA, 2.14B, 11.45, -, 1.97, 5.19, 22.56, 24.10%, 17.38%, -8.88%, 38.90%, 17.60%, 13.10%, 27.30%, 32.10%, 2.10, 1.60, 0.00, 0.00, 48.10%, 13.20%, 10.30%, -3.51%, 8.19%, 57.27%, 218.78%, 44.25%, 4.92%
48, BLBD, Blue Bird Corporation, Consumer Cyclical, Auto Manufacturers, USA, 707.63M, 15.48, 4.35, 0.92, -, 24.57, -49.90%, 76.96%, 15.00%, 4.00%, -35.50%, 3.30%, -19.80%, 16.00%, 0.90, 0.20, -, -, 10.90%, 2.20%, 1.40%, -4.56%, -0.46%, 57.54%, 82.30%, 43.26%, 5.67%
50, BLMN, "Bloomin Brands Inc.", Consumer Cyclical, Restaurants, USA, 2.60B, 12.15, -, 0.83, 67.16, 14.42, -227.50%, 11.81%, 2.98%, 242.30%, -2.10%, -1.60%, -320.30%, -9.10%, 0.30, 0.20, 24.65, 25.73, 69.90%, -1.40%, -1.80%, -5.83%, 14.09%, 62.85%, 158.98%, 52.16%, 4.13%
52, BNED, Barnes & Noble Education Inc., Consumer Cyclical, Specialty Retail, USA, 398.21M, -, -, 0.27, 1.19, -, -54.60%, 79.90%, 20.00%, -, -18.10%, -10.00%, -33.70%, -5.20%, 1.40, 0.50, 0.44, 0.44, 19.20%, -11.50%, -8.70%, 6.66%, 11.61%, 121.41%, 427.10%, 75.70%, 6.65%
54, BQ, Boqii Holding Limited, Consumer Cyclical, Specialty Retail, China, 374.60M, 16.69, -, 2.55, 15.15, -, 38.70%, 71.40%, -, 135.60%, -49.00%, -, -, 7.40%, 3.90, 3.40, 3.24, 3.54, 18.40%, -, -, -13.89%, -43.74%, -32.73%, -, -21.50%, 8.54%
56, BTN, Ballantyne Strong Inc, Consumer Cyclical, Leisure, USA, 98.59M, -, -, 5.22, 1.96, -, 7.40%, -, 15.00%, -107.20%, -35.10%, -, -, -23.70%, 2.50, 2.30, 0.02, 0.12, 24.90%, -, -, 7.14%, 107.51%, 174.87%, 216.27%, 160.74%, 6.03%
58, BVH, Bluegreen Vacations Holding Corporation, Consumer Cyclical, Resorts & Casinos, USA, 455.69M, 14.58, -, 1.05, 2.12, -, -273.40%, 35.85%, 10.00%, 133.10%, -5.80%, -, -, -10.10%, -, -, 3.39, 3.39, 65.00%, -, -, 11.53%, 28.22%, 60.97%, 134.53%, 55.14%, 4.31%
60, BWL-A, Bowl America Incorporated, Consumer Cyclical, Leisure, USA, 54.20M, -, -, 6.78, 2.10, -, -86.80%, -, -, 160.90%, -42.90%, -5.50%, -7.10%, 1.40%, 4.30, 4.10, 0.07, 0.07, 47.40%, -38.80%, -19.40%, -11.09%, -20.89%, 14.10%, 2.53%, -5.57%, 4.24%
41, BFI, BurgerFi International Inc., Consumer Cyclical, Restaurants, USA, 190.15M, -, -, 4.20, 0.75, -, 103.20%, -, -, -714.40%, 2.20%, -, -, 0.20%, 5.70, 5.60, 0.01, 0.01, 60.50%, -, -, -20.11%, -30.92%, -15.10%, -1.21%, -22.79%, 5.77%
43, BGI, Birks Group Inc., Consumer Cyclical, Luxury Goods, Canada, 59.10M, -, -, 0.42, 110.67, -, 33.20%, -, -, -, -17.00%, -5.80%, -149.40%, -8.40%, 1.00, 0.10, 39.00, 142.60, 38.10%, -, -6.50%, 58.10%, 36.63%, 188.70%, 452.69%, 286.95%, 15.75%
45, BJRI, "BJs Restaurants Inc.", Consumer Cyclical, Restaurants, USA, 1.30B, 23.43, -, 1.73, 3.90, 66.45, -224.50%, 297.14%, 5.95%, 38.70%, -12.30%, -5.30%, -18.30%, -12.70%, 0.70, 0.70, 0.36, 0.36, 36.90%, -11.30%, -7.60%, -10.84%, -5.03%, 54.93%, 154.51%, 43.62%, 4.18%
47, BKNG, Booking Holdings Inc., Consumer Cyclical, Travel Services, USA, 95.86B, 25.53, -, 16.97, 20.31, -, -98.90%, 175.55%, -, 92.10%, -50.10%, 3.20%, 15.10%, -7.40%, 2.20, 2.20, 2.08, 2.90, -, -11.20%, 12.40%, -5.59%, 1.77%, 14.43%, 44.05%, 6.03%, 2.69%
49, BLL, Ball Corporation, Consumer Cyclical, Packaging & Containers, USA, 27.13B, 20.34, 2.98, 2.24, 7.71, 133.65, 1.10%, 15.43%, 12.48%, 766.00%, 12.20%, 4.40%, 24.60%, 7.60%, 0.90, 0.60, 1.99, 2.21, 20.80%, 9.50%, 6.30%, -12.02%, -5.02%, -14.68%, 15.30%, -11.83%, 1.84%
51, BLNK, Blink Charging Co., Consumer Cyclical, Specialty Retail, USA, 1.48B, -, -, 204.90, 5.75, -, -61.50%, 28.60%, -, -62.30%, 69.20%, -27.80%, -30.50%, -63.40%, 35.00, 34.50, 0.00, 0.00, 18.20%, -, -, -10.90%, -16.17%, 34.49%, 1911.83%, -20.47%, 8.87%
53, BOOT, Boot Barn Holdings Inc., Consumer Cyclical, Apparel Retail, USA, 2.28B, 23.11, 3.75, 2.55, 5.63, 17.90, 22.80%, 6.20%, 10.20%, 317.60%, 37.30%, 6.60%, 16.80%, 13.20%, 1.70, 0.40, 0.31, 0.32, 33.00%, 9.70%, 6.60%, 7.24%, 18.80%, 81.10%, 255.63%, 76.18%, 4.81%
55, BSET, Bassett Furniture Industries Incorporated, Consumer Cyclical, Furnishings Fixtures & Appliances, USA, 309.26M, 15.90, -, 0.80, 1.91, 9.02, -457.60%, 7.93%, 16.00%, 235.30%, 1.40%, -1.90%, -4.90%, -6.10%, 1.30, 0.80, 0.00, 0.00, 57.00%, -3.20%, -2.00%, -10.78%, 38.75%, 83.99%, 379.52%, 50.85%, 5.57%
57, BURL, Burlington Stores Inc., Consumer Cyclical, Apparel Retail, USA, 21.60B, 32.27, 10.50, 3.02, 39.77, 50.03, -147.50%, 20.82%, 7.20%, 149.40%, 173.60%, 4.30%, 74.20%, -5.30%, 1.60, 1.10, 3.85, 3.86, 43.90%, 5.70%, 4.00%, 0.52%, 22.50%, 45.66%, 54.23%, 23.64%, 2.71%
59, BWA, BorgWarner Inc., Consumer Cyclical, Auto Parts, USA, 12.33B, 10.24, 1.34, 1.04, 1.91, 10.22, -37.10%, 19.27%, 20.65%, -56.40%, 75.90%, 3.30%, 7.90%, 2.20%, 1.70, 1.30, 0.58, 0.59, 19.20%, 7.00%, 3.70%, 3.91%, 13.40%, 31.14%, 59.53%, 32.74%, 2.63%
62, BYD, Boyd Gaming Corporation, Consumer Cyclical, Resorts & Casinos, USA, 7.33B, 18.61, 5.92, 3.25, 5.95, 22.93, -185.80%, 8.67%, 10.82%, 169.10%, 10.70%, 1.70%, 10.40%, 0.20%, 1.60, 1.60, 3.14, 3.17, 56.10%, 15.30%, 5.10%, -3.13%, 3.65%, 63.43%, 201.17%, 50.02%, 4.03%
64, BZUN, Baozun Inc., Consumer Cyclical, Internet Retail, China, 5.77B, 18.06, 10.02, 3.94, 2.66, -, 41.90%, 40.22%, 3.51%, -55.50%, 32.60%, 4.60%, 8.20%, 5.00%, 6.60, 5.80, 0.29, 0.29, 61.90%, 6.30%, 4.50%, -2.23%, -28.04%, -8.83%, 30.96%, 0.99%, 4.70%
66, CAKE, The Cheesecake Factory Incorporated, Consumer Cyclical, Restaurants, USA, 2.73B, 19.17, -, 1.37, 8.22, 202.21, -321.00%, 45.11%, -5.16%, 99.10%, 2.00%, -5.10%, -44.40%, -43.00%, 0.60, 0.50, 0.88, 0.88, 77.30%, -7.40%, -7.10%, -6.93%, 6.06%, 57.15%, 173.84%, 58.72%, 4.18%
68, CARS, Cars.com Inc., Consumer Cyclical, Auto & Truck Dealerships, USA, 1.01B, 8.08, -, 1.83, 2.86, 7.08, -82.80%, 7.56%, 15.00%, 100.60%, 3.50%, -2.30%, -7.30%, -84.10%, 1.60, 1.60, 1.52, 1.54, 70.00%, 6.20%, -4.40%, 8.71%, 3.03%, 27.15%, 136.79%, 29.29%, 5.01%
70, CBD, Companhia Brasileira de Distribuicao, Consumer Cyclical, Department Stores, Brazil, 1.99B, 23.81, -, 0.20, 0.75, -, 439.80%, 10.53%, -, 145.90%, 4.90%, -, -, 6.30%, 0.90, 0.40, 0.94, 1.22, 27.10%, -, -, 7.46%, 68.54%, 110.81%, 139.68%, 94.32%, 3.09%
72, CCK, Crown Holdings Inc., Consumer Cyclical, Packaging & Containers, USA, 13.85B, 14.04, 1.90, 1.16, 5.80, 15.42, 13.80%, 7.17%, 10.42%, 140.50%, 11.60%, 4.40%, 33.80%, 9.20%, 1.20, 0.70, 3.31, 3.38, 21.30%, 11.50%, 5.90%, -4.60%, 4.95%, 7.75%, 57.79%, 3.03%, 1.84%
74, CCS, Century Communities Inc., Consumer Cyclical, Residential Construction, USA, 2.75B, 6.31, 1.08, 0.77, 1.99, 6.25, 69.30%, 10.69%, 9.06%, 284.40%, 67.40%, 10.30%, 22.70%, 10.80%, -, -, 0.65, 0.86, 22.30%, 12.20%, 7.90%, 8.59%, 41.16%, 80.44%, 175.49%, 85.88%, 4.57%
76, CHH, Choice Hotels International Inc., Consumer Cyclical, Lodging, USA, 6.72B, 27.99, 5.79, 9.09, 345.46, 121.65, -66.10%, 26.61%, 27.64%, -59.70%, -16.20%, 2.60%, -331.90%, 12.10%, 1.80, 1.80, 55.17, 0.00, 43.90%, 14.00%, 5.70%, 5.21%, 13.39%, 17.46%, 49.59%, 13.29%, 2.16%
78, CHS, "Chicos FAS Inc.", Consumer Cyclical, Apparel Retail, USA, 538.10M, 20.22, -, 0.41, 3.27, -, 90.00%, 174.20%, 10.00%, -, -26.70%, -26.20%, -137.90%, -113.70%, 0.90, 0.50, 0.90, 0.90, 19.80%, -34.50%, -27.20%, 55.00%, 82.35%, 187.04%, 244.44%, 192.45%, 8.32%
80, CHWY, Chewy Inc., Consumer Cyclical, Internet Retail, USA, 31.26B, 242.17, -, 4.37, -, 14886.32, 64.20%, 794.12%, -, 133.50%, 50.80%, -6.50%, 44.40%, 4523.20%, 0.90, 0.50, -, -, 25.50%, -1.30%, -1.30%, -9.61%, -29.75%, 6.17%, 65.66%, -18.10%, 4.74%
61, BWMX, Betterware de Mexico S.A.B. de C.V., Consumer Cyclical, Specialty Retail, Mexico, 1.58B, 12.31, -, 0.17, -, -, -, 16.43%, -, 338.90%, 204.60%, -, -, -, 1.00, 0.70, -, -, -, -, -, -7.97%, 0.95%, 42.86%, 442.88%, 27.17%, 4.44%
63, BZH, Beazer Homes USA Inc., Consumer Cyclical, Residential Construction, USA, 743.59M, 7.04, 2.33, 0.34, 1.13, 1.99, 168.60%, 13.04%, 4.00%, 130.30%, 12.40%, 3.70%, 12.60%, 3.50%, -, -, 1.77, 1.77, 17.40%, 5.00%, 3.40%, 9.22%, 33.39%, 53.32%, 142.46%, 57.16%, 5.28%
65, CAAS, China Automotive Systems Inc., Consumer Cyclical, Auto Parts, China, 133.62M, 8.91, -, 0.28, 0.42, 12.97, -150.60%, 30.56%, 10.00%, -, 77.00%, -0.30%, -0.60%, -2.60%, 1.40, 1.10, 0.00, 0.43, 13.50%, -1.10%, -0.40%, -6.89%, -26.23%, 12.33%, 115.98%, -32.85%, 6.67%
67, CAL, Caleres Inc., Consumer Cyclical, Footwear & Accessories, USA, 1.05B, 13.86, -, 0.49, 4.58, 13.75, -887.40%, 10.37%, 15.00%, -, -18.30%, -34.40%, -288.50%, -64.00%, 0.90, 0.30, 0.99, 2.24, 38.90%, -40.50%, -33.40%, 3.98%, 47.53%, 102.58%, 249.79%, 60.26%, 6.17%
