Index, Symbol, Company Name, Sector, Industry, Country, Market Cap, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, EPS This Y, EPS Next Y, EPS Next 5Y, EPS Q/Q, Sales Q/Q, ROA, ROE, ROI, Current Ratio, Quick Ratio, LT Debt/Equity, Debt/Equity, Gross Margin, Operating Margin, Net Margin, Perf Month, Perf Quarter, Perf Half Y, Perf Year, Perf YTD, Volatility (Month)
1, AE, Adams Resources & Energy Inc., Energy, Oil & Gas Integrated, USA, 114.72M, 10.98, -, 0.12, 0.76, -, -87.90%, 13.82%, -, 124.40%, -7.90%, 5.30%, 10.40%, 0.50%, 1.50, 1.30, 0.08, 0.11, 4.80%, 1.80%, 1.50%, 0.30%, -8.69%, 3.00%, 3.37%, 12.53%, 5.36%
3, AM, Antero Midstream Corporation, Energy, Oil & Gas Midstream, USA, 4.70B, 11.46, -, 5.34, 1.94, -, 68.00%, 10.85%, -, 121.40%, -8.00%, 6.30%, 14.40%, -1.10%, 1.10, 1.10, 1.32, 1.32, -, 60.70%, 40.10%, 9.22%, 3.34%, 35.40%, 100.84%, 24.51%, 3.22%
5, AMTX, Aemetis Inc., Energy, Oil & Gas Refining & Marketing, USA, 391.09M, -, -, 2.32, -, -, 0.00%, 57.30%, -, -18.10%, 8.40%, -33.30%, 25.80%, -6.20%, 0.40, 0.30, -, -, 4.60%, -6.30%, -25.30%, -29.98%, -9.11%, 565.20%, 1596.25%, 444.98%, 14.06%
7, AR, Antero Resources Corporation, Energy, Oil & Gas E&P, USA, 4.05B, 24.50, -, 1.20, 0.65, 3.70, -319.20%, -54.80%, -, 95.60%, -8.60%, -7.10%, -16.10%, -11.40%, 0.50, 0.50, 0.44, 0.44, 63.10%, -33.10%, -28.00%, 39.57%, 31.73%, 198.15%, 331.77%, 136.88%, 5.87%
9, AREC, American Resources Corporation, Energy, Thermal Coal, USA, 150.09M, 14.67, -, 300.19, -, -, 88.10%, 151.40%, -, -13.90%, -99.80%, -38.90%, 53.30%, -131.20%, 0.30, 0.30, -, -, -, -, -, -13.60%, -43.37%, 54.59%, 167.29%, 46.67%, 8.77%
11, AROC, Archrock Inc., Energy, Oil & Gas Equipment & Services, USA, 1.42B, 23.06, -, 1.73, 1.51, 9.76, -166.10%, 59.60%, -12.91%, 106.50%, -21.70%, -0.20%, -0.50%, 1.00%, 1.40, 0.90, 1.75, 1.75, 57.30%, 11.20%, -0.50%, -5.25%, -13.78%, 12.61%, 44.88%, 6.24%, 3.17%
13, AXAS, Abraxas Petroleum Corporation, Energy, Oil & Gas E&P, USA, 23.10M, -, -, 0.53, -, 1.53, -181.50%, 81.80%, 2.00%, -157.90%, 6.40%, -121.60%, 900.10%, -152.20%, 0.10, 0.10, -, -, 54.50%, -, -, 15.91%, -35.11%, 0.79%, -34.35%, 11.35%, 10.60%
15, BCEI, Bonanza Creek Energy Inc., Energy, Oil & Gas E&P, USA, 1.33B, 5.88, 2.51, 5.74, 0.86, 8.66, 52.70%, 19.26%, 15.00%, -100.20%, 22.80%, 2.10%, 2.50%, 4.70%, 1.10, 1.00, 0.00, 0.00, 84.10%, 14.00%, 10.70%, 25.87%, 33.17%, 71.84%, 154.20%, 122.25%, 4.73%
17, BKR, Baker Hughes Company, Energy, Oil & Gas Equipment & Services, USA, 25.35B, 21.40, -, 1.26, 1.04, -, 2466.70%, 46.53%, -, 96.10%, -11.90%, -, -, -64.70%, 1.60, 1.20, 0.39, 0.44, 15.70%, -, -, 18.79%, -2.32%, 23.36%, 47.79%, 17.03%, 3.91%
19, BORR, Borr Drilling Limited, Energy, Oil & Gas Drilling, Bermuda, 251.75M, -, -, 0.82, 0.08, -, 56.20%, 12.40%, -, -, -35.20%, -, -, -, -, -, -, -, -, -, -, -10.64%, -22.00%, -1.69%, 48.57%, 13.04%, 4.97%
22, BPT, BP Prudhoe Bay Royalty Trust, Energy, Oil & Gas Refining & Marketing, USA, 78.10M, -, -, 8.42, -, -, -83.00%, -, -, -100.80%, -, -369.50%, 794.70%, 8115.00%, -, -, -, -, -, -, -, 10.09%, -4.87%, 71.76%, -8.17%, 55.88%, 4.55%
24, BROG, Brooge Energy Limited, Energy, Oil & Gas Midstream, United Arab Emirates, 965.52M, -, -, 23.10, 7.69, -, 122.40%, -, -, -52.70%, -14.10%, 5.40%, 11.60%, 4.20%, 0.90, 0.90, 2.02, 2.15, 69.10%, 40.90%, 41.00%, -3.43%, -16.51%, 0.00%, -26.83%, -12.28%, 1.94%
26, BSM, Black Stone Minerals L.P., Energy, Oil & Gas E&P, USA, 2.04B, 13.56, 7.61, 9.21, 2.78, 13.50, -48.00%, 68.98%, 6.60%, -84.60%, -66.40%, 3.20%, 5.40%, 15.00%, 1.10, 1.10, 0.15, 0.15, 74.80%, 31.10%, 18.50%, -5.26%, 8.20%, 34.15%, 56.15%, 48.20%, 3.00%
28, CAPL, CrossAmerica Partners LP, Energy, Oil & Gas Refining & Marketing, USA, 713.16M, 23.71, 11.78, 0.32, 8.47, 11.48, 464.50%, 48.65%, 2.00%, -105.20%, 67.80%, 3.10%, 28.90%, 19.30%, 0.50, 0.40, 6.18, 6.21, 10.50%, 1.70%, 1.40%, -7.34%, 11.07%, 12.41%, 29.54%, 13.92%, 2.68%
30, CCLP, CSI Compressco LP, Energy, Oil & Gas Equipment & Services, USA, 85.40M, -, -, 0.31, -, 37.13, -128.20%, 16.80%, 3.70%, -110.30%, -23.10%, -10.00%, 541.20%, -2.20%, 1.50, 1.10, -, -, 43.70%, -3.70%, -26.60%, 4.02%, -7.18%, 90.53%, 316.09%, 70.75%, 7.41%
32, CEI, Camber Energy Inc., Energy, Oil & Gas E&P, USA, 16.49M, -, -, 54.98, 3.05, -, -102.10%, -, -, 95.10%, 0.00%, -97.90%, -246.30%, -193.40%, 0.90, 0.90, 0.00, 0.00, 3.70%, -, -, -15.97%, -56.18%, -34.69%, -50.02%, -30.71%, 7.52%
34, CELP, Cypress Environmental Partners L.P., Energy, Oil & Gas Equipment & Services, USA, 26.00M, -, -, 0.16, 1.29, 0.98, -170.10%, -, -, -99.90%, -60.70%, -6.00%, -29.80%, 3.40%, 1.30, 1.30, 2.01, 2.03, 14.30%, 0.00%, -4.50%, -1.35%, -32.72%, -15.71%, -52.28%, -4.35%, 4.33%
36, CHK, Chesapeake Energy Corporation, Energy, Oil & Gas E&P, USA, 5.22B, 13.84, -, 1.35, 1.33, 5.17, -, -38.45%, 2.00%, 106.20%, -55.20%, 63.00%, -109.40%, 237.70%, 0.80, 0.80, 0.33, 0.33, 61.90%, -, -, 12.46%, 18.20%, -, -, 17.36%, 3.32%
38, CKX, CKX Lands Inc., Energy, Oil & Gas E&P, USA, 25.39M, -, -, 42.32, 1.57, -, 35.80%, -, -, 630.90%, 0.00%, 4.30%, 4.50%, 1.80%, 25.60, 25.60, 0.00, 0.00, 94.60%, -, -, 14.32%, 26.31%, 28.59%, 44.80%, 37.57%, 5.45%
40, CLMT, Calumet Specialty Products Partners L.P., Energy, Oil & Gas E&P, USA, 460.32M, 17.82, -, 0.21, -, -, -241.20%, 134.70%, 10.00%, -913.10%, -13.30%, -15.10%, 232.30%, -6.20%, 0.70, 0.40, -, -, 5.20%, -7.10%, -12.60%, 3.24%, 41.92%, 67.40%, 135.80%, 93.61%, 5.62%
21, BPMP, BP Midstream Partners LP, Energy, Oil & Gas Midstream, USA, 1.50B, 8.32, 2.38, 11.71, 15.04, 45.48, 0.30%, 6.86%, 3.90%, -20.50%, -3.60%, 23.00%, 143.10%, -, 16.00, 16.00, 3.75, 3.75, 85.10%, 66.00%, -, 6.24%, 20.85%, 24.04%, 13.03%, 33.40%, 2.02%
23, BRN, Barnwell Industries Inc., Energy, Oil & Gas E&P, USA, 28.61M, -, -, 1.73, -, 57.22, 61.70%, -, -, 43.50%, -13.00%, -20.70%, 162.30%, 371.50%, 1.70, 1.70, -, -, 26.90%, -33.80%, -18.80%, 58.65%, 1.54%, 202.75%, 468.87%, 159.84%, 21.54%
25, BRY, Berry Corporation, Energy, Oil & Gas E&P, USA, 509.37M, 7.90, -, 1.83, 0.74, 3.35, -720.10%, 918.99%, 15.00%, 81.60%, -72.20%, -11.70%, -22.70%, -20.60%, 0.80, 0.80, 0.57, 0.57, 21.70%, -60.60%, -60.60%, -0.47%, 29.80%, 50.35%, 50.00%, 72.83%, 4.88%
27, BTU, Peabody Energy Corporation, Energy, Thermal Coal, USA, 637.01M, -, -, 0.24, 0.78, -, -818.60%, 3.30%, -, 39.50%, -23.00%, -38.40%, -193.70%, -70.00%, 1.60, 1.30, 1.68, 1.76, 13.30%, -62.20%, -67.80%, 70.44%, 62.50%, 347.97%, 110.48%, 175.10%, 14.60%
29, CCJ, Cameco Corporation, Energy, Uranium, Canada, 8.20B, 97.41, -, 5.67, 1.92, -, -171.90%, 144.40%, 9.79%, 74.40%, -16.10%, -0.50%, -0.80%, -0.90%, 8.20, 5.90, 0.20, 0.00, 1.80%, -3.60%, -2.20%, 17.19%, 24.73%, 96.75%, 83.72%, 49.03%, 4.91%
31, CDEV, Centennial Resource Development Inc., Energy, Oil & Gas E&P, USA, 1.49B, 11.70, -, 2.57, 0.58, 10.49, 106.10%, 205.41%, -, 93.70%, -0.20%, -4.30%, -6.40%, -15.00%, 0.40, 0.40, 0.42, 0.42, 76.20%, 1.00%, -29.20%, 16.52%, 30.30%, 316.54%, 423.76%, 252.67%, 8.48%
33, CEIX, CONSOL Energy Inc., Energy, Thermal Coal, USA, 527.24M, 37.05, -, 0.50, 0.90, 6.33, -113.30%, -72.05%, -, 735.70%, 14.50%, 0.60%, 2.90%, 2.50%, 0.90, 0.80, 1.06, 1.18, 93.90%, 5.10%, 1.40%, 62.16%, 39.58%, 154.82%, 125.26%, 112.76%, 8.37%
35, CEQP, Crestwood Equity Partners LP, Energy, Oil & Gas Midstream, USA, 1.81B, 24.58, -, 0.71, 3.24, 6.65, -154.30%, 631.80%, 5.00%, -29.10%, 41.90%, -2.50%, -13.50%, 2.40%, 0.80, 0.60, 3.95, 3.95, 26.50%, 7.20%, -5.10%, -8.14%, 24.02%, 66.34%, 101.69%, 51.00%, 3.19%
37, CHX, ChampionX Corporation, Energy, Oil & Gas Equipment & Services, USA, 5.35B, 26.69, -, 2.30, 3.23, 17.39, -846.10%, 89.87%, -5.94%, 100.30%, 162.00%, -3.00%, -6.50%, -26.90%, 2.10, 1.40, 0.55, 0.56, 21.70%, -1.70%, -4.50%, 24.24%, 16.13%, 101.83%, 192.17%, 73.20%, 5.78%
39, CLB, Core Laboratories N.V., Energy, Oil & Gas Equipment & Services, Netherlands, 1.90B, 32.86, 2.81, 4.29, 13.31, 62.01, -203.60%, 48.08%, 34.70%, 107.20%, -28.90%, 3.20%, 22.00%, -25.00%, 2.20, 1.70, 1.47, 0.00, 22.40%, 9.90%, 4.30%, 40.22%, 13.46%, 70.75%, 106.73%, 57.68%, 5.30%
42, CLR, Continental Resources Inc., Energy, Oil & Gas E&P, USA, 11.89B, 19.40, -, 4.07, 1.86, 6.67, -179.30%, -17.86%, -10.74%, 240.90%, 38.00%, -1.00%, -2.50%, -3.00%, 0.90, 0.80, 0.79, 0.79, 92.40%, 2.20%, -5.20%, 14.80%, 29.97%, 85.37%, 166.31%, 99.82%, 4.83%
44, CNX, CNX Resources Corporation, Energy, Oil & Gas E&P, USA, 2.99B, 12.95, -, 2.67, 0.66, -, -473.70%, -6.16%, 35.70%, 124.30%, 40.00%, -, -, -6.60%, 0.60, 0.60, 0.52, 0.53, 59.70%, -, -, -1.87%, 3.42%, 39.41%, 33.66%, 26.11%, 4.03%
46, COP, ConocoPhillips, Energy, Oil & Gas E&P, USA, 74.93B, 15.52, -, 3.34, 1.68, -, -139.20%, 8.69%, -8.50%, 147.00%, 60.80%, 0.00%, 0.10%, -3.50%, 2.00, 1.90, 0.45, 0.46, 35.90%, -2.00%, 0.10%, 4.91%, 5.95%, 27.76%, 32.15%, 39.38%, 3.00%
48, CPG, Crescent Point Energy Corp., Energy, Oil & Gas E&P, Canada, 2.17B, 25.56, -, 1.46, 0.77, -, 111.10%, 700.00%, -, -, -37.50%, -, -, -, -, -, -, -, -, -, -, 1.49%, 9.65%, 105.53%, 192.14%, 74.79%, 4.25%
50, CRC, California Resources Corporation, Energy, Oil & Gas E&P, USA, 2.48B, -, -, 1.84, 2.31, -, -, -, -, 96.90%, -36.60%, 89.40%, -549.50%, 125.40%, 0.70, 0.60, 0.56, 0.56, 55.70%, -, -, 21.89%, 10.56%, 45.85%, -, 22.98%, 5.40%
52, CRT, Cross Timbers Royalty Trust, Energy, Oil & Gas E&P, USA, 58.44M, -, -, 12.70, 7.85, -, -11.10%, -, -, -42.50%, -30.00%, 44.20%, 51.50%, 62.30%, -, -, 0.00, 0.00, -, 85.40%, 84.10%, -2.99%, 10.93%, 16.37%, 35.28%, 18.20%, 2.30%
54, CVE, Cenovus Energy Inc., Energy, Oil & Gas Integrated, Canada, 16.10B, 7.13, -, 1.06, 0.86, 62.66, -208.50%, 18.26%, -, 107.10%, 130.60%, -1.00%, -2.00%, -6.60%, 1.40, 0.80, 0.73, 0.75, 59.80%, -3.40%, -2.00%, 2.39%, 9.42%, 50.00%, 87.76%, 34.60%, 3.89%
56, CVX, Chevron Corporation, Energy, Oil & Gas Integrated, USA, 198.61B, 16.13, -, 2.06, 1.51, -, -291.90%, 19.19%, -4.90%, -62.70%, 7.20%, -3.30%, -5.90%, -2.00%, 1.10, 0.90, 0.31, 0.34, 45.50%, -6.80%, -8.10%, -2.91%, 1.71%, 12.64%, 13.18%, 22.90%, 2.19%
58, DEN, Denbury Inc., Energy, Oil & Gas E&P, USA, 3.30B, 16.95, -, 4.34, 3.18, 10.60, 104.50%, 106.96%, 32.60%, -, -36.50%, -47.00%, -126.60%, -123.60%, 0.40, 0.40, 0.07, 0.13, 99.00%, -, -, 24.20%, 59.04%, 221.75%, -, 160.88%, 5.83%
60, DK, Delek US Holdings Inc., Energy, Oil & Gas Refining & Marketing, USA, 1.58B, 23.22, -, 0.20, 1.80, -, -312.90%, 150.80%, -, 68.80%, 31.40%, -6.10%, -34.00%, -16.50%, 1.20, 0.70, 2.58, 2.60, 9.40%, -5.70%, -5.00%, -7.24%, -6.66%, 48.80%, 13.32%, 38.71%, 5.49%
41, CLNE, Clean Energy Fuels Corp., Energy, Oil & Gas Refining & Marketing, USA, 1.62B, -, -, 5.72, 3.08, 29.04, -149.60%, 100.00%, 15.00%, -535.70%, -10.30%, -2.70%, -3.60%, -1.90%, 3.20, 2.90, 0.16, 0.18, 35.30%, -6.60%, -6.60%, -30.16%, -42.61%, 67.09%, 278.95%, 0.76%, 6.47%
43, CNQ, Canadian Natural Resources Limited, Energy, Oil & Gas E&P, Canada, 40.91B, 13.30, 5.71, 2.60, 1.49, 14.04, -108.10%, -17.42%, 3.90%, 207.00%, 46.80%, 3.00%, 6.80%, 0.40%, 0.80, 0.60, 0.59, 0.65, 42.40%, 8.00%, 11.70%, 12.62%, 21.35%, 46.26%, 91.27%, 43.95%, 2.97%
45, COG, Cabot Oil & Gas Corporation, Energy, Oil & Gas E&P, USA, 6.54B, 10.96, 0.59, 4.25, 2.84, 42.59, -69.30%, 0.60%, 40.83%, 133.30%, 18.90%, 6.10%, 12.40%, 7.60%, 1.30, 1.30, 0.41, 0.45, 58.60%, 25.00%, 17.70%, -3.87%, -13.04%, -7.71%, -17.34%, 0.74%, 3.17%
47, CPE, Callon Petroleum Company, Energy, Oil & Gas E&P, USA, 1.81B, 3.74, -, 1.64, 2.13, -, 142.70%, 43.67%, 2.00%, -134.60%, 24.10%, -, -, -65.40%, 0.40, 0.40, 3.82, 3.82, 69.50%, -, -, -1.64%, 42.01%, 273.86%, 475.30%, 192.33%, 7.55%
49, CQP, Cheniere Energy Partners L.P., Energy, Oil & Gas Midstream, USA, 25.53B, 13.27, 3.05, 3.98, 27.14, 25.46, -2.20%, 29.49%, 6.93%, -23.60%, 14.30%, 5.10%, 125.90%, 11.40%, 1.20, 1.20, 22.67, 23.82, 42.70%, 30.90%, 15.10%, -4.18%, -0.15%, 4.88%, 22.29%, 17.05%, 2.59%
51, CRK, Comstock Resources Inc., Energy, Oil & Gas E&P, USA, 1.29B, 7.32, -, 1.33, 1.00, 14.90, -198.00%, 5.20%, 20.00%, -507.30%, 50.70%, -5.50%, -18.00%, 4.30%, 0.60, 0.60, 2.15, 2.15, 74.70%, 4.00%, -25.90%, 2.36%, -5.54%, 10.39%, 5.04%, 28.83%, 4.08%
53, CSAN, Cosan S.A., Energy, Oil & Gas Refining & Marketing, Brazil, 7.85B, -, -, 0.58, -, -, -, -, -, -21.80%, 14.40%, -, -, -, -, -, -, -, -, -, -, -1.81%, -, -, -, 6.79%, 2.96%
55, CVI, CVR Energy Inc., Energy, Oil & Gas Refining & Marketing, USA, 2.20B, 20.17, -, 0.52, 2.13, 21.99, -167.40%, 162.00%, -, 55.20%, 29.50%, -5.20%, -19.50%, -8.80%, 1.60, 1.20, 1.72, 1.72, 1.90%, -7.80%, -4.90%, -3.71%, -5.81%, 34.65%, 1.72%, 39.26%, 6.52%
57, DCP, DCP Midstream LP, Energy, Oil & Gas Midstream, USA, 5.33B, 10.86, 0.77, 0.77, 1.04, 15.20, -67.70%, 19.06%, 28.60%, 106.90%, 39.90%, 1.90%, 4.70%, -4.20%, 0.70, 0.70, 1.03, 1.13, 19.10%, 1.50%, 3.50%, 5.18%, 5.23%, 46.42%, 128.82%, 35.91%, 4.91%
59, DHT, DHT Holdings Inc., Energy, Oil & Gas Midstream, Bermuda, 1.06B, 9.98, 1.06, 1.87, 0.98, 15.44, 257.40%, 732.47%, 5.00%, -84.20%, -58.90%, 12.00%, 18.70%, 20.10%, 2.90, 2.90, 0.51, 0.52, 68.50%, 40.70%, 36.30%, 7.20%, 11.89%, 19.63%, 7.74%, 22.37%, 3.27%
62, DLNG, Dynagas LNG Partners LP, Energy, Oil & Gas Midstream, Greece, 137.21M, 3.73, 4.30, 1.00, 0.46, 2.00, 382.40%, -9.93%, 1.00%, 91.80%, 0.30%, -, -, 7.90%, 0.40, 0.40, 2.68, 2.90, 76.80%, -, -, -2.87%, -5.57%, 7.97%, 67.28%, 8.40%, 3.82%
64, DNN, Denison Mines Corp., Energy, Uranium, Canada, 1.05B, -, -, 102.70, 3.05, -, 15.70%, 33.30%, -, -11.50%, -46.80%, -5.40%, -7.40%, -5.30%, 13.00, 12.80, 0.00, 0.00, 27.30%, -, -, 16.82%, 16.82%, 218.88%, 198.83%, 93.20%, 7.79%
66, DRQ, Dril-Quip Inc., Energy, Oil & Gas Equipment & Services, USA, 1.19B, 325.53, -, 3.39, 1.18, 409.88, -300.00%, 120.00%, -, -76.00%, -15.40%, -4.00%, -4.40%, -3.10%, 8.90, 6.80, 0.00, 0.00, 27.20%, -15.10%, -13.00%, 8.72%, -7.38%, 8.41%, 10.33%, 13.20%, 4.24%
68, DVN, Devon Energy Corporation, Energy, Oil & Gas E&P, USA, 18.04B, 9.16, -, 4.01, 2.06, 29.14, 2500.00%, 31.97%, 25.00%, 107.20%, -15.60%, -5.10%, -15.00%, -31.00%, 1.20, 1.20, 0.87, 0.90, 71.30%, -16.20%, -14.60%, 10.34%, 19.49%, 77.03%, 152.86%, 69.30%, 4.38%
70, E, Eni S.p.A., Energy, Oil & Gas Integrated, Italy, 44.39B, 17.16, -, 0.82, 0.90, 66.08, -, 4.91%, 19.50%, 129.20%, 4.50%, -0.80%, -2.50%, -8.60%, 1.40, 1.20, 0.67, 0.81, 55.40%, 5.80%, -2.10%, -1.01%, 6.92%, 18.93%, 34.95%, 19.22%, 1.48%
72, EGY, VAALCO Energy Inc., Energy, Oil & Gas E&P, USA, 153.51M, 2.06, 5.52, 1.73, 2.23, 18.95, 450.00%, 52.27%, 2.00%, 118.60%, 116.30%, 9.60%, 22.80%, -89.30%, 0.80, 0.70, 0.00, 0.00, 60.10%, 15.70%, 16.40%, 10.40%, -14.81%, 64.29%, 178.25%, 55.93%, 5.84%
74, ENBL, Enable Midstream Partners LP, Energy, Oil & Gas Midstream, USA, 3.70B, 12.30, -, 1.33, 0.55, 14.76, -85.60%, -20.65%, -, 71.90%, 49.70%, 0.90%, 1.50%, 4.30%, 0.30, 0.30, 0.46, 0.61, 54.80%, 18.90%, 3.70%, 12.20%, 23.14%, 53.54%, 103.37%, 60.84%, 3.47%
76, ENSV, Enservco Corporation, Energy, Oil & Gas Equipment & Services, USA, 15.10M, -, -, 1.32, 1.13, -, 60.30%, 45.30%, 20.00%, 69.60%, -45.70%, -5.80%, -107.50%, -3.30%, 2.40, 2.30, 1.47, 1.61, -21.10%, -8.50%, -16.10%, -11.92%, -34.16%, -31.79%, -42.09%, -28.88%, 8.46%
78, EPD, Enterprise Products Partners L.P., Energy, Oil & Gas Midstream, USA, 51.57B, 10.97, 1.66, 1.79, 2.06, -, -17.40%, -0.92%, 8.40%, -1.50%, 22.40%, 5.90%, 15.00%, 9.50%, 1.00, 0.70, 1.09, 1.15, 30.20%, 18.10%, 12.90%, 0.85%, 5.50%, 15.96%, 23.61%, 20.52%, 1.90%
80, EPSN, Epsilon Energy Ltd., Energy, Oil & Gas E&P, USA, 94.70M, -, -, 3.59, 1.37, 6.40, -89.10%, -, -, 874.70%, 31.30%, 3.70%, 4.70%, -2.30%, 4.60, 4.60, 0.00, 0.00, 69.30%, 13.20%, 12.50%, 2.51%, 4.08%, 22.52%, 40.21%, 9.97%, 2.49%
61, DKL, Delek Logistics Partners LP, Energy, Oil & Gas Midstream, USA, 1.95B, 9.63, 2.26, 3.53, -, 11.26, 60.40%, 12.50%, 4.61%, 9.20%, -6.40%, 16.50%, -155.70%, 20.30%, 0.90, 0.80, -, -, 38.40%, 33.80%, 28.60%, 6.23%, 16.96%, 42.78%, 83.91%, 36.84%, 4.19%
63, DMLP, Dorchester Minerals L.P., Energy, Oil & Gas E&P, USA, 526.07M, -, -, 10.69, 6.06, -, -59.20%, -, -, 33.80%, 14.80%, 25.90%, 27.30%, 26.00%, 13.20, 13.20, 0.00, 0.00, 88.30%, 50.50%, 48.80%, -1.55%, 4.47%, 33.57%, 30.25%, 39.32%, 2.73%
65, DNOW, NOW Inc., Energy, Oil & Gas Equipment & Services, USA, 1.14B, 35.02, -, 0.83, 1.66, 6.61, -340.20%, 1600.00%, -, 97.00%, -40.20%, -10.20%, -14.80%, -58.70%, 3.00, 2.10, 0.00, 0.00, 18.20%, -6.90%, -7.70%, 2.85%, -5.42%, 70.80%, 40.54%, 45.82%, 4.02%
67, DSSI, Diamond S Shipping Inc., Energy, Oil & Gas Midstream, USA, 431.13M, 4.51, -, 0.91, 0.37, 3.24, 330.20%, 1494.10%, -, -175.00%, -58.20%, -2.80%, -4.60%, 3.20%, 0.80, 0.70, 0.41, 0.56, 32.80%, -4.70%, -11.70%, 6.16%, 31.00%, 45.64%, -2.37%, 60.51%, 4.22%
69, DWSN, Dawson Geophysical Company, Energy, Oil & Gas Equipment & Services, USA, 56.09M, -, -, 0.95, 0.65, -, 14.00%, -, 41.80%, -626.20%, -70.00%, -18.00%, -20.40%, -15.40%, 10.10, 10.10, 0.00, 0.01, -, -35.50%, -33.00%, 0.84%, -14.64%, 15.46%, 81.06%, 12.74%, 4.86%
71, EC, Ecopetrol S.A., Energy, Oil & Gas Integrated, Colombia, 24.54B, 7.34, -, 1.75, 1.67, -, -87.30%, -4.30%, -13.00%, -87.30%, 14.20%, 3.20%, 8.80%, 5.30%, 1.40, 1.00, 0.82, 0.92, 29.50%, 21.20%, 8.90%, -4.56%, -3.94%, -4.71%, 14.70%, -7.51%, 2.95%
