Index, Symbol, Company Name, Sector, Industry, Country, Market Cap, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, EPS This Y, EPS Next Y, EPS Next 5Y, EPS Q/Q, Sales Q/Q, ROA, ROE, ROI, Current Ratio, Quick Ratio, LT Debt/Equity, Debt/Equity, Gross Margin, Operating Margin, Net Margin, Perf Month, Perf Quarter, Perf Half Y, Perf Year, Perf YTD, Volatility (Month)
21, ACEVU, ACE Convergence Acquisition Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.86%, -22.17%, 9.50%, -, 0.55%, 2.93%
23, ACIC, Atlas Crest Investment Corp., Financial, Shell Companies, USA, 618.14M, -, -, -, 1.38, -, -, -, -, -, -, -, -, -, 0.20, 0.20, 0.00, 0.00, -, -, -, 0.30%, -22.72%, -, -, -1.29%, 0.62%
25, ACIO, Aptus Collared Income Opportunity ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.20%, 7.08%, 9.04%, 20.73%, 7.12%, 0.82%
27, ACKIU, Ackrell SPAC Partners I Co., Financial, Shell Companies, USA, 264.07M, -, -, -, 36.36, -, -, -, -, -, -, -, -, -, -, -, 0.00, 0.00, -, -, -, -0.34%, -5.04%, -, -, -1.07%, 0.22%
29, ACND, Ascendant Digital Acquisition Corp., Financial, Shell Companies, USA, 409.86M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.70%, -6.52%, 0.41%, -, -3.51%, 0.44%
31, ACQR, Independence Holdings Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.98%, -
33, ACTC, ArcLight Clean Transition Corp., Financial, Shell Companies, USA, 590.06M, -, -, -, 4.45, -, -, -, -, -, -, -, -, -, 0.10, 0.10, 0.00, 0.00, -, -, -, 8.88%, -14.47%, 83.61%, -, 63.81%, 5.27%
35, ACTDU, ArcLight Clean Transition Corp. II, Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -2.62%, -, -, -, 0.00%, 1.00%
37, ACWF, iShares MSCI Global Multifactor ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.87%, 7.53%, 19.17%, 38.87%, 14.13%, 0.65%
39, ACWV, iShares MSCI Global Min Vol Factor ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.77%, 8.53%, 8.05%, 16.58%, 6.75%, 0.63%
42, ADERU, 26 Capital Acquisition Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -1.36%, -1.55%, -, -, -3.98%, 0.68%
44, ADME, Aptus Drawdown Managed Equity ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.69%, 6.66%, 10.90%, 21.47%, 7.43%, 0.72%
46, ADRE, Invesco BLDRS Emerging Markets 50 ADR Index Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -1.90%, -7.27%, 4.36%, 54.28%, 0.86%, 1.42%
48, ADX, Adams Diversified Equity Fund Inc., Financial, Closed-End Fund - Equity, USA, 2.14B, -, -, 63.85, 0.96, -, -, -, -, 133.60%, -2.00%, -, -, -, -, -, -, -, -, -, -, 0.16%, 7.59%, 15.49%, 37.53%, 11.82%, 0.95%
50, AEACU, Authentic Equity Acquisition Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.10%, -1.67%, -, -, -3.76%, 0.37%
52, AEG, Aegon N.V., Financial, Insurance - Diversified, Netherlands, 9.93B, 4.97, -, 0.21, 0.32, -, -99.50%, 2.59%, 38.40%, -56.80%, -64.50%, -, -, -0.70%, -, -, 0.14, 0.45, -, -, -, 0.64%, -2.88%, 29.32%, 76.78%, 19.49%, 1.73%
54, AESR, Anfield U.S. Equity Sector Rotation ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.02%, 7.73%, 16.13%, 38.03%, 11.78%, 0.84%
56, AFB, AllianceBernstein National Municipal Income Fund, Financial, Closed-End Fund - Debt, USA, 427.44M, -, -, 16.84, 1.00, -, -, -, -, 83.60%, -3.10%, -, -, -, -, -, -, -, -, -, -, 3.55%, 3.12%, 6.00%, 11.81%, 3.12%, 0.69%
58, AFG, American Financial Group Inc., Financial, Insurance - Property & Casualty, USA, 11.29B, 16.38, 3.42, 1.39, 1.71, 6.02, -16.70%, 6.71%, 2.62%, 297.50%, 41.10%, 2.00%, 22.40%, 9.20%, -, -, 0.29, 0.29, -, 20.50%, 17.90%, 8.03%, 21.81%, 46.01%, 126.08%, 51.86%, 1.91%
60, AFK, VanEck Vectors Africa Index ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 2.92%, 5.46%, 12.51%, 47.29%, 10.79%, 1.47%
41, ADER, 26 Capital Acquisition Corp., Financial, Shell Companies, USA, 331.68M, -, -, -, 1.09, -, -, -, -, -, -, -, -, -, -, 31.90, 0.00, 0.00, -, -, -, -1.83%, -, -, -, -2.32%, 0.71%
43, ADEX, Adit EdTech Acquisition Corp., Financial, Shell Companies, USA, 333.27M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.51%, -, -, -, -1.02%, 0.44%
45, ADOC, Edoc Acquisition Corp., Financial, Shell Companies, USA, 95.83M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.10%, -2.62%, -, -, -2.05%, 0.17%
47, ADS, Alliance Data Systems Corporation, Financial, Credit Services, USA, 6.06B, 8.32, 0.63, 1.43, 3.41, 3.49, -41.20%, -5.07%, 17.00%, 813.80%, -21.50%, 2.10%, 32.60%, 4.00%, 1.70, 1.70, 4.44, 9.40, 51.00%, 29.10%, 11.10%, 2.03%, 21.54%, 62.33%, 161.28%, 63.36%, 4.71%
49, AEAC, Authentic Equity Acquisition Corp., Financial, Shell Companies, USA, 222.64M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.41%, -, -, -, -0.92%, 0.47%
51, AEF, Aberdeen Emerging Markets Equity Income Fund Inc., Financial, Asset Management, United Kingdom, 453.72M, -, -, 26.83, 0.95, -, -, -, -, 424.40%, 41.20%, -, -, -, -, -, -, -, -, -, -, 3.83%, 1.48%, 18.64%, 59.24%, 9.56%, 1.26%
53, AEL, American Equity Investment Life Holding Company, Financial, Insurance - Life, USA, 2.91B, 6.41, -, 0.78, 0.49, 0.99, 157.50%, 67.31%, -5.77%, 10.00%, -7.70%, 1.00%, 11.50%, -8.40%, -, -, 0.10, 0.10, -, 16.70%, 18.10%, -3.30%, 8.54%, 11.31%, 40.62%, 10.27%, 3.10%
55, AFAQU, AF Acquisition Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.00%, -, -, -, 0.71%, 0.33%
57, AFBI, Affinity Bancshares Inc., Financial, Banks - Regional, USA, 85.50M, -, -, 2.58, 0.75, 6.90, 683.00%, -, -, 279.50%, 37.30%, 0.80%, 7.40%, 13.00%, -, -, 0.00, 0.00, -, 85.20%, 19.60%, -0.16%, 11.61%, 16.22%, 55.50%, 14.52%, 0.96%
59, AFIF, Anfield Universal Fixed Income ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.62%, 0.05%, -0.92%, -1.22%, -0.76%, 0.36%
62, AFLG, First Trust Active Factor Large Cap ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.02%, 7.29%, 17.44%, 39.08%, 12.56%, 0.29%
64, AFTY, Pacer CSOP FTSE China A50 ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 6.68%, 0.68%, 13.86%, 56.26%, 7.22%, 0.47%
66, AGCB, Altimeter Growth Corp. 2, Financial, Shell Companies, USA, 464.40M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -4.00%, -12.39%, -, -, -22.11%, 1.76%
68, AGD, Aberdeen Global Dynamic Dividend Fund, Financial, Closed-End Fund - Foreign, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3.14%, 9.24%, 21.02%, 39.43%, 14.99%, 1.19%
70, AGGR, Agile Growth Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.41%, -
72, AGGY, WisdomTree Yield Enhanced U.S. Aggregate Bond Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.08%, -0.75%, -3.33%, -2.91%, -3.78%, 0.21%
74, AGO, Assured Guaranty Ltd., Financial, Insurance - Specialty, Bermuda, 3.57B, 14.19, 3.12, 3.67, 0.57, -, 4.40%, 14.57%, 3.00%, 123.90%, 6.60%, 2.80%, 6.60%, 4.30%, -, -, 0.19, 0.19, -, 40.20%, 43.80%, -7.44%, 5.10%, 47.23%, 83.69%, 51.25%, 2.74%
76, AGT, iShares MSCI Argentina and Global Exposure ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 1.39%, 1.93%, 9.32%, 40.24%, 1.17%, 0.95%
78, AGZD, WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.25%, -0.81%, -0.23%, 0.59%, -0.35%, 0.28%
80, AHACU, Alpha Healthcare Acquisition Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -13.19%, -26.20%, 9.70%, -, 2.74%, 2.30%
61, AFL, Aflac Incorporated, Financial, Insurance - Life, USA, 38.62B, 11.03, 1.19, 1.69, 1.22, 7.55, 50.70%, -0.87%, 6.11%, 140.20%, 13.70%, 3.40%, 17.30%, 12.20%, -, -, 0.25, 0.25, -, 23.20%, 24.10%, 4.54%, 16.34%, 24.27%, 55.42%, 27.46%, 1.81%
63, AFT, Apollo Senior Floating Rate Fund Inc., Financial, Asset Management, USA, 239.98M, -, -, 10.56, 0.95, -, -, -, -, 189.50%, -23.40%, -, -, -, -, -, -, -, -, -, -, 0.92%, 6.06%, 14.77%, 26.88%, 7.01%, 0.77%
65, AGC, Altimeter Growth Corp., Financial, Shell Companies, USA, 742.53M, -, -, -, 1.99, -, -, -, -, -, -, -, -, -, 5.60, 5.60, 0.00, 0.00, -, -, -, -9.24%, -8.53%, -, -, -8.32%, 4.89%
67, AGCUU, Altimeter Growth Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -9.29%, -7.41%, 3.56%, -, -3.85%, 4.51%
69, AGG, iShares Core U.S. Aggregate Bond ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.16%, -0.47%, -2.97%, -2.63%, -3.08%, 0.25%
71, AGGRU, Agile Growth Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.60%, -, -, -, -0.30%, 0.29%
73, AGM, Federal Agricultural Mortgage Corporation, Financial, Credit Services, USA, 1.09B, 9.16, 0.92, 2.36, 1.53, 1.88, -4.80%, 8.52%, 11.00%, 196.40%, -28.40%, 0.40%, 17.70%, 0.50%, -, -, 18.42, 31.85, 46.60%, 32.50%, 23.40%, -0.97%, 14.10%, 46.32%, 58.21%, 36.65%, 3.10%
75, AGQ, ProShares Ultra Silver, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 14.00%, 9.17%, 31.42%, 78.48%, 4.00%, 3.81%
77, AGZ, iShares Agency Bond ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.30%, -0.03%, -2.03%, -2.34%, -1.01%, 0.13%
79, AHAC, Alpha Healthcare Acquisition Corp., Financial, Shell Companies, USA, 127.43M, -, -, -, 2.26, -, -, -, -, -, -, -, -, -, 4.70, 4.70, 0.00, 0.00, -, -, -, -2.07%, -19.51%, -, -, -2.26%, 0.93%
82, AIEQ, AI Powered Equity ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -3.52%, -4.84%, 14.00%, 38.26%, 7.28%, 1.87%
84, AIG, American International Group Inc., Financial, Insurance - Diversified, USA, 45.23B, 10.35, -, 1.03, 0.74, 77.99, -286.60%, 14.65%, 32.66%, 122.80%, 0.10%, -0.70%, -6.10%, -4.20%, -, -, 0.57, 0.57, -, -8.40%, -8.80%, 7.97%, 16.62%, 31.70%, 75.78%, 39.57%, 2.27%
86, AINC, Ashford Inc., Financial, Asset Management, USA, 60.38M, 7.17, -, 0.27, -, 2.96, -765.80%, 26.96%, -, 92.50%, -52.30%, -13.50%, 41.40%, 226.60%, 0.70, 0.70, -, -, 39.40%, -23.50%, -34.40%, 109.94%, 95.37%, 186.73%, 181.94%, 116.55%, 10.72%
88, AIO, Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund, Financial, Closed-End Fund - Equity, USA, 940.45M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.87%, -3.21%, 19.67%, 53.55%, 3.91%, 2.05%
90, AIRR, First Trust RBA American Industrial RenaissanceTM ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.82%, 5.19%, 29.21%, 79.66%, 23.05%, 1.70%
92, AJAX, Ajax I, Financial, Shell Companies, USA, 884.56M, -, -, -, 1.27, -, -, -, -, -, -, -, -, -, 0.00, 0.00, 0.00, 0.00, -, -, -, -0.60%, -14.66%, -, -, -16.10%, 0.63%
94, AKIC, Sports Ventures Acquisition Corp., Financial, Shell Companies, USA, 229.50M, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -1.92%, -, -, -, -2.71%, 0.65%
96, ALAC, Alberton Acquisition Corporation, Financial, Shell Companies, Hong Kong, 51.55M, -, -, -, 6.31, -, 69.20%, -, -, -224.90%, -, -0.20%, -0.20%, -, 0.00, 0.00, 0.00, 0.40, -, -, -, 0.23%, -4.39%, -0.36%, 5.81%, -2.63%, 0.77%
98, ALL, The Allstate Corporation, Financial, Insurance - Property & Casualty, USA, 40.80B, 10.35, 16.43, 0.87, 1.68, 8.41, 23.40%, -13.60%, 0.35%, 217.30%, 26.20%, 2.80%, 13.70%, 15.50%, -, -, 0.32, 0.32, -, 19.80%, 7.50%, 6.84%, 24.51%, 31.42%, 39.67%, 24.27%, 2.07%
100, ALRS, Alerus Financial Corporation, Financial, Banks - Regional, USA, 565.75M, 17.94, -, 5.87, 1.72, 14.18, 48.60%, -18.68%, -, 182.30%, 0.90%, 1.80%, 16.70%, 18.00%, -, -, 0.18, 0.18, -, 90.40%, 55.60%, 12.73%, 12.50%, 31.43%, 81.74%, 20.39%, 3.93%
81, AIA, iShares Asia 50 ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -3.02%, -6.32%, 10.56%, 53.72%, 4.75%, 1.02%
83, AIF, Apollo Tactical Income Fund Inc., Financial, Asset Management, USA, 220.43M, -, -, 10.11, 0.94, -, -, -, -, 229.30%, -22.50%, -, -, -, -, -, -, -, -, -, -, 0.13%, 4.38%, 13.35%, 26.74%, 5.25%, 0.76%
85, AIHS, Senmiao Technology Limited, Financial, Credit Services, China, 44.10M, -, -, 7.11, 11.57, -, -145.10%, -, -, -118.40%, -40.70%, -63.10%, -381.20%, -58.60%, 0.60, 0.60, 0.90, 3.03, 18.30%, -, -, -36.72%, -48.08%, -44.90%, 98.24%, -24.30%, 9.15%
87, AINV, Apollo Investment Corporation, Financial, Asset Management, USA, 918.20M, 9.96, 2.77, 4.24, 0.90, 2.52, 199.30%, -1.52%, 3.00%, 129.30%, -29.10%, 4.20%, 11.00%, 4.40%, -, -, 1.41, 1.41, 57.60%, 50.80%, 51.60%, -3.46%, 1.55%, 29.38%, 42.82%, 34.48%, 2.88%
89, AIQ, Global X Artificial Intelligence & Technology ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -2.88%, -1.80%, 12.81%, 48.63%, 6.51%, 1.36%
91, AIZ, Assurant Inc., Financial, Insurance - Specialty, USA, 9.77B, 13.43, 1.44, 0.98, 1.64, 12.97, 14.70%, 17.79%, 17.50%, 3.80%, -0.20%, 1.00%, 7.30%, 6.60%, -, -, 0.38, 0.38, -, 7.10%, 4.30%, 2.98%, 27.59%, 18.86%, 57.10%, 18.30%, 1.85%
93, AJG, Arthur J. Gallagher & Co., Financial, Insurance Brokers, USA, 29.98B, 27.19, 2.92, 4.11, 4.24, 20.32, 19.40%, 5.85%, 11.57%, 7.10%, 16.00%, 3.80%, 14.10%, 9.80%, 1.10, 1.10, 0.65, 0.67, 36.60%, 15.30%, 11.70%, 4.16%, 19.88%, 26.31%, 55.50%, 18.51%, 1.77%
95, AKICU, Sports Ventures Acquisition Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -0.89%, -4.31%, -, -, -3.94%, 0.33%
97, ALFA, AlphaClone Alternative Alpha ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -3.34%, -7.33%, 8.44%, 41.15%, 0.76%, 0.80%
99, ALLY, Ally Financial Inc., Financial, Credit Services, USA, 20.30B, 8.83, 1.28, 2.38, 1.40, -, -33.80%, -2.53%, 7.33%, 348.30%, -11.00%, 1.20%, 15.40%, 11.20%, -, -, 1.04, 1.42, -, 60.20%, 25.80%, 5.84%, 27.50%, 78.21%, 213.70%, 53.42%, 2.43%
102, ALTL, Pacer Lunt Large Cap Alternator ETF, Financial, Exchange Traded Fund, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.10%, 7.29%, 32.84%, -, 29.26%, 1.00%
104, ALTUU, Altitude Acquisition Corp., Financial, Shell Companies, USA, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -3.70%, -35.27%, -, -, -1.93%, 0.87%
