Index, Symbol, Company Name, Sector, Industry, Country, Market Cap, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, EPS This Y, EPS Next Y, EPS Next 5Y, EPS Q/Q, Sales Q/Q, ROA, ROE, ROI, Current Ratio, Quick Ratio, LT Debt/Equity, Debt/Equity, Gross Margin, Operating Margin, Net Margin, Perf Month, Perf Quarter, Perf Half Y, Perf Year, Perf YTD, Volatility (Month)
36, AME, AMETEK Inc., Industrials, Specialty Industrial Machinery, USA, 31.03B, 26.52, -, 6.81, 5.09, 29.56, 0.50%, 11.73%, -1.20%, -22.40%, 1.10%, 7.80%, 13.90%, 11.50%, 2.30, 1.70, 0.37, 0.38, 35.00%, 23.90%, 17.80%, -1.45%, 10.48%, 12.75%, 47.31%, 11.71%, 1.67%
38, AMSC, American Superconductor Corporation, Industrials, Specialty Industrial Machinery, USA, 416.17M, -, -, 4.95, 3.10, -, -159.30%, 35.60%, 25.00%, 3.60%, 31.80%, -16.10%, -25.30%, -32.30%, 2.70, 2.40, 0.00, 0.00, 20.30%, -22.80%, -24.90%, -11.99%, -42.18%, -21.87%, 106.48%, -36.08%, 6.32%
40, AP, Ampco-Pittsburgh Corporation, Industrials, Metal Fabrication, USA, 128.79M, -, -, 0.40, 1.64, 9.20, 157.60%, -, -, -97.50%, -4.70%, 0.90%, 5.50%, 6.10%, 1.60, 0.90, 0.27, 0.46, 20.80%, 0.90%, 1.20%, 3.38%, -12.45%, 61.24%, 113.68%, 28.28%, 7.17%
21, AGFY, Agrify Corporation, Industrials, Specialty Business Services, USA, 187.87M, -, -, 15.53, 0.74, -, -344.00%, 59.50%, -, -22.40%, 600.00%, -42.80%, -59.20%, -272.10%, 11.20, 10.60, 0.01, 0.01, 4.70%, -, -, -20.39%, -27.31%, -, -, -26.45%, 9.41%
23, AIMC, Altra Industrial Motion Corp., Industrials, Specialty Industrial Machinery, USA, 4.24B, 17.70, 2.18, 2.40, 2.13, 20.36, -120.00%, 14.64%, 15.00%, 133.20%, 8.70%, 3.10%, 6.80%, 1.40%, 2.20, 1.60, 0.70, 0.71, 36.30%, 13.60%, 7.40%, 3.16%, 6.87%, 13.24%, 111.90%, 18.51%, 4.06%
25, AIRI, Air Industries Group, Industrials, Aerospace & Defense, USA, 40.00M, 12.50, -, 0.79, 2.66, -, 140.10%, 100.00%, -, -116.40%, 2.20%, -0.20%, -0.90%, 5.60%, 1.60, 0.40, 0.72, 1.75, 12.20%, 2.20%, -0.20%, -6.72%, -26.04%, -0.79%, 19.98%, 1.63%, 6.30%
27, AIT, Applied Industrial Technologies Inc., Industrials, Industrial Distribution, USA, 3.77B, 19.68, 2.79, 1.23, 4.07, 14.25, -83.70%, 13.24%, 12.00%, 165.70%, 1.20%, 5.10%, 13.00%, 3.20%, 2.60, 1.90, 0.83, 0.91, 29.00%, 5.60%, 3.80%, 0.99%, 12.26%, 21.87%, 68.90%, 25.61%, 2.57%
29, AL, Air Lease Corporation, Industrials, Rental & Leasing Services, USA, 5.37B, 8.58, 0.99, 2.72, 0.83, 6.18, -13.60%, 37.16%, 12.06%, -40.00%, -7.20%, 1.80%, 7.40%, 4.40%, -, -, 2.52, 2.52, -, 53.80%, 22.60%, -1.55%, 2.80%, 21.82%, 56.29%, 5.94%, 3.47%
31, ALGT, Allegiant Travel Company, Industrials, Airlines, USA, 4.00B, 13.51, -, 4.65, 5.04, 49.90, -180.80%, 308.57%, -, 120.10%, -31.80%, -4.40%, -20.20%, -5.60%, 1.30, 1.30, 2.06, 2.28, 65.70%, -19.20%, -16.80%, -5.97%, -12.19%, 28.48%, 107.85%, 17.03%, 3.58%
33, ALK, Alaska Air Group Inc., Industrials, Airlines, USA, 8.77B, 14.51, -, 3.22, 2.99, -, -273.30%, 255.90%, -, 44.20%, -51.30%, -8.60%, -37.10%, -19.80%, 0.90, 0.90, 0.81, 1.24, 31.50%, -60.20%, -44.80%, 0.92%, 6.74%, 31.88%, 102.40%, 33.08%, 2.97%
35, ALTG, Alta Equipment Group Inc., Industrials, Rental & Leasing Services, USA, 470.59M, 27.82, -, 0.49, 2.94, 34.35, 108.90%, 534.94%, -, 79.30%, 48.90%, -1.80%, -9.50%, -1.50%, 0.90, 0.40, 0.88, 3.07, 24.40%, -0.30%, -1.30%, 11.74%, 34.37%, 57.63%, 118.81%, 48.38%, 3.91%
37, AMRC, Ameresco Inc., Industrials, Engineering & Construction, USA, 2.78B, 35.51, 2.39, 2.59, 4.19, -, 18.30%, 19.21%, 18.87%, 73.50%, 18.70%, 3.50%, 11.60%, 8.20%, 1.40, 1.40, 0.43, 0.54, 18.30%, 7.50%, 5.50%, 1.63%, -11.29%, 21.16%, 150.51%, 2.91%, 4.73%
39, AOS, A. O. Smith Corporation, Industrials, Specialty Industrial Machinery, USA, 11.41B, 23.70, 3.70, 3.77, 6.21, 29.30, -4.40%, 11.65%, 8.00%, 89.10%, 20.70%, 12.80%, 22.00%, 17.60%, 1.90, 1.50, 0.05, 0.06, 38.20%, 16.60%, 12.90%, 3.89%, 17.14%, 26.08%, 49.62%, 29.64%, 2.21%
42, APG, APi Group Corporation, Industrials, Engineering & Construction, USA, 4.22B, 16.16, -, 1.18, 2.27, 9.86, -462.70%, 14.82%, 6.00%, 96.30%, -6.40%, -4.80%, -11.60%, -4.50%, 2.10, 2.00, 0.82, 0.86, 21.10%, 2.00%, -5.30%, -1.76%, 8.18%, 33.44%, 87.67%, 16.53%, 2.77%
44, APT, Alpha Pro Tech Ltd., Industrials, Building Products & Equipment, Canada, 111.24M, 7.10, 0.30, 1.03, 1.78, 23.67, 751.00%, -15.94%, 15.00%, -30.60%, 27.50%, 38.80%, 45.60%, 44.00%, 13.90, 9.10, 0.00, 0.00, 47.50%, 29.40%, 23.60%, -11.78%, -43.56%, -32.35%, -33.82%, -26.10%, 5.19%
46, AQMS, Aqua Metals Inc., Industrials, Waste Management, USA, 208.91M, -, -, 2321.23, 5.05, -, 50.60%, 86.40%, 35.00%, 17.80%, -, -53.40%, -66.70%, -77.00%, 3.30, 3.10, 0.01, 0.01, -, -, -, -4.07%, -45.26%, 123.72%, 236.86%, -5.67%, 9.48%
48, ARC, ARC Document Solutions Inc., Industrials, Specialty Business Services, USA, 88.80M, -, 1.46, 0.34, 0.61, 1.76, 115.10%, -, 10.00%, 18.70%, -30.20%, 1.80%, 4.30%, 3.90%, 1.40, 1.30, 0.49, 0.60, 32.00%, 4.30%, 2.40%, -5.70%, 0.94%, 55.80%, 110.78%, 45.27%, 4.49%
50, ARLO, Arlo Technologies Inc., Industrials, Security & Protection Services, USA, 548.61M, -, -, 1.47, 3.95, -, -13.30%, 60.90%, -, 74.80%, 26.10%, -18.90%, -51.50%, -78.80%, 1.60, 1.30, 0.00, 0.00, 20.60%, -20.20%, -19.40%, 6.85%, -9.45%, 22.00%, 203.62%, -13.86%, 5.57%
52, ARTW, "Arts-Way Manufacturing Co. Inc.", Industrials, Farm & Heavy Construction Machinery, USA, 14.29M, -, -, 0.63, 1.53, 71.45, -44.20%, -, -, 30.50%, 8.00%, -10.30%, -19.60%, -20.20%, 1.60, 0.30, 0.28, 0.49, 10.80%, -16.60%, -8.70%, 4.95%, 5.29%, 28.82%, 69.33%, 14.06%, 3.63%
54, ASLE, AerSale Corporation, Industrials, Airports & Air Services, USA, 520.51M, 12.70, -, 2.49, 0.04, -, 114.60%, 72.00%, -, -92.90%, -59.10%, 3.70%, 3.80%, 2.70%, 5.60, 5.60, 0.00, 0.00, 25.30%, -, 4.10%, -0.50%, 18.21%, 17.17%, 18.56%, -10.44%, 3.50%
56, ASR, Grupo Aeroportuario del Sureste S. A. B. de C. V., Industrials, Airports & Air Services, Mexico, 5.28B, 18.91, -, 9.26, 3.04, 47.78, -63.90%, 45.17%, -0.10%, -49.90%, -30.20%, 1.70%, 3.00%, 5.40%, 3.60, 3.60, 0.37, 0.39, 96.00%, 20.20%, 9.10%, 3.49%, -4.56%, 15.39%, 70.38%, 7.09%, 2.80%
58, ASTE, Astec Industries Inc., Industrials, Farm & Heavy Construction Machinery, USA, 1.51B, 19.81, 6.15, 1.48, 2.40, 11.86, 66.20%, 45.56%, 10.00%, -58.20%, -1.50%, 4.20%, 5.50%, 5.60%, 3.20, 1.90, 0.00, 0.00, 23.00%, 3.80%, 3.40%, -11.00%, -4.85%, 15.70%, 61.32%, 18.40%, 4.14%
60, ATI, Allegheny Technologies Incorporated, Industrials, Metal Fabrication, USA, 3.15B, 36.50, -, 1.16, 6.43, 39.24, -773.50%, 357.70%, -4.50%, -143.20%, -27.50%, -34.90%, -143.20%, -67.20%, 3.00, 1.50, 3.31, 3.34, 9.00%, -50.10%, -58.90%, 3.77%, 17.57%, 70.42%, 182.14%, 46.03%, 4.31%
41, APDN, Applied DNA Sciences Inc., Industrials, Security & Protection Services, USA, 44.87M, -, -, 8.97, 2.25, -, 65.70%, 67.40%, -, 73.30%, 350.00%, -98.50%, -141.40%, -156.70%, 8.20, 7.80, 0.00, 0.00, 82.00%, -, -, -16.57%, -33.14%, -13.97%, -40.43%, 13.53%, 8.53%
43, APOG, Apogee Enterprises Inc., Industrials, Building Products & Equipment, USA, 977.24M, 13.99, 4.68, 0.79, 1.98, 10.17, -74.70%, 23.56%, 15.00%, -467.80%, -8.50%, 1.50%, 3.00%, 2.80%, 1.60, 1.30, 0.33, 0.33, 22.80%, 2.10%, 1.30%, 7.07%, -3.26%, 39.85%, 84.07%, 19.98%, 2.87%
45, APWC, Asia Pacific Wire & Cable Corporation Limited, Industrials, Electrical Equipment & Parts, Taiwan, 56.81M, -, -, 0.18, 0.37, 3.46, 66.20%, -, -, 125.20%, 135.40%, -0.20%, -0.40%, 2.60%, 3.20, 2.00, 0.03, 0.10, 10.80%, 2.40%, -0.20%, 31.37%, -23.23%, 74.07%, 329.40%, 90.54%, 10.16%
47, AQUA, Evoqua Water Technologies Corp., Industrials, Pollution & Treatment Controls, USA, 3.73B, 36.06, 3.60, 2.67, 7.07, 32.93, 6.00%, 21.72%, 16.38%, -36.10%, -1.50%, 3.50%, 13.20%, 8.20%, 2.10, 1.60, 1.64, 1.71, 31.60%, 5.20%, 4.60%, 7.31%, 19.28%, 16.60%, 65.44%, 15.34%, 2.69%
49, ARCB, ArcBest Corporation, Industrials, Trucking, USA, 2.00B, 14.42, 1.01, 0.65, 2.33, 13.23, 78.10%, 2.82%, 22.20%, -, 18.20%, 5.20%, 11.40%, 6.90%, 1.50, 1.50, 0.24, 0.31, 77.40%, 4.00%, 3.00%, 7.19%, 24.09%, 82.89%, 247.66%, 82.42%, 4.74%
51, ARNC, Arconic Corporation, Industrials, Metal Fabrication, USA, 3.95B, 12.75, -, 0.69, 2.70, -, -161.60%, 36.53%, 12.66%, 9.00%, 4.00%, -, -, 2.90%, 1.80, 1.10, 1.08, 0.00, 13.80%, -, -, 22.65%, 50.77%, 23.66%, 149.97%, 21.38%, 4.24%
53, ASGN, ASGN Incorporated, Industrials, Staffing & Employment Services, USA, 5.54B, 18.01, 2.68, 1.39, 3.32, 12.21, 14.80%, 11.21%, 10.00%, 10.40%, 3.60%, 6.40%, 13.20%, 9.20%, 2.50, 2.50, 0.63, 0.63, 27.30%, 7.90%, 5.10%, -1.52%, 7.79%, 26.44%, 67.38%, 23.42%, 2.27%
55, ASPN, Aspen Aerogels Inc., Industrials, Building Products & Equipment, USA, 567.23M, -, -, 5.67, 8.52, -, -36.80%, 33.70%, -, -77.60%, -1.10%, -25.60%, -38.00%, -30.10%, 2.20, 1.70, 0.01, 0.06, 12.60%, -24.70%, -24.90%, 0.60%, -16.27%, 36.47%, 227.10%, 21.51%, 6.85%
57, ASTC, Astrotech Corporation, Industrials, Aerospace & Defense, USA, 58.39M, -, -, 116.79, 0.75, -, 14.10%, -, -, 60.90%, 0.00%, -49.50%, -71.10%, -219.30%, 6.30, 6.00, 0.00, 0.11, 12.10%, -, -, -5.65%, -49.35%, -37.10%, -56.34%, -33.90%, 5.35%
59, ATCX, Atlas Technical Consultants Inc., Industrials, Engineering & Construction, USA, 398.05M, 14.36, -, 0.83, -, 15.55, 109.40%, 201.96%, -, 21.20%, 12.80%, -3.60%, 33.90%, -1.30%, 3.60, 3.60, -, -, 47.90%, 5.00%, -2.70%, -1.25%, 12.86%, 112.32%, 4.73%, 57.33%, 5.00%
62, ATRO, Astronics Corporation, Industrials, Aerospace & Defense, USA, 524.57M, 28.99, -, 1.16, 2.01, 874.29, -334.60%, 228.90%, -, 82.30%, -32.80%, -9.60%, -21.80%, -23.30%, 3.30, 1.60, 0.67, 0.67, 16.80%, -9.50%, -13.50%, -1.51%, 3.13%, 35.14%, 85.76%, 28.19%, 4.32%
64, ATTO, Atento S.A., Industrials, Specialty Business Services, Luxembourg, 308.77M, 8.17, -, 0.22, 4.65, 3.25, 40.90%, 239.28%, 12.00%, -173.00%, -1.30%, -5.20%, -67.10%, 4.20%, 1.40, 1.40, 9.57, 11.56, -, 2.80%, -4.20%, -16.67%, -13.61%, 85.99%, 343.11%, 47.43%, 3.53%
66, AVY, Avery Dennison Corporation, Industrials, Business Equipment & Supplies, USA, 18.15B, 24.16, 3.18, 2.49, 11.58, 32.25, 85.10%, 5.39%, 9.25%, 56.50%, 19.10%, 10.60%, 45.00%, 15.60%, 1.30, 0.90, 1.28, 1.35, 27.90%, 11.30%, 8.60%, 2.70%, 23.57%, 45.51%, 99.27%, 42.18%, 1.82%
68, AWX, Avalon Holdings Corporation, Industrials, Waste Management, USA, 16.01M, -, -, 0.27, 0.44, -, 103.10%, -, -, 186.50%, 4.90%, 2.00%, 4.20%, 1.30%, 0.90, 0.80, 0.56, 0.61, 20.60%, 4.00%, 2.60%, 20.90%, 11.17%, 88.55%, 212.41%, 64.62%, 10.09%
70, AYI, Acuity Brands Inc., Industrials, Electrical Equipment & Parts, USA, 6.61B, 19.34, 3.02, 2.04, 3.46, 15.32, -24.00%, 5.83%, 9.19%, 20.60%, -5.80%, 7.50%, 12.70%, 11.00%, 2.30, 1.80, 0.26, 0.26, 42.40%, 11.30%, 7.90%, -3.11%, 46.04%, 52.91%, 115.61%, 53.40%, 2.80%
72, AZUL, Azul S.A., Industrials, Airlines, Brazil, 2.84B, -, -, 2.59, -, 23.50, -349.30%, 71.50%, -, 87.40%, -46.70%, -68.00%, 86.10%, -20.20%, 0.50, 0.50, -, -, 52.50%, -24.40%, -, 9.09%, 15.58%, 21.13%, 209.65%, 8.28%, 3.96%
74, B, Barnes Group Inc., Industrials, Specialty Industrial Machinery, USA, 2.65B, 21.52, 5.14, 2.42, 2.01, 19.65, -59.60%, 29.81%, 10.00%, -34.30%, -8.80%, 2.00%, 4.00%, 4.10%, 2.20, 1.40, 0.49, 0.50, 35.40%, 9.70%, 4.80%, 4.66%, -0.13%, 9.22%, 41.40%, 5.39%, 2.68%
76, BAH, Booz Allen Hamilton Holding Corporation, Industrials, Consulting Services, USA, 11.57B, 18.53, 2.01, 1.47, 10.86, 25.69, 28.20%, 10.01%, 9.67%, 45.30%, 0.50%, 11.60%, 60.60%, 20.40%, 2.00, 2.00, 2.13, 2.20, 53.50%, 9.60%, 7.70%, 1.91%, 6.98%, -3.49%, 6.48%, -2.58%, 1.79%
78, BBSI, Barrett Business Services Inc., Industrials, Staffing & Employment Services, USA, 571.18M, 15.33, 1.17, 0.65, 3.06, -, -30.00%, 14.88%, 15.00%, -32.70%, -0.30%, 4.10%, 17.20%, 13.50%, 1.30, 1.30, 0.02, 0.02, 21.30%, 4.00%, 3.70%, 4.12%, 1.61%, 7.57%, 46.88%, 9.18%, 2.89%
80, BCO, "The Brinks Company", Industrials, Security & Protection Services, USA, 3.79B, 13.13, 9.70, 1.00, 37.71, 24.88, -40.30%, 14.33%, 14.50%, 616.70%, 12.00%, 0.50%, 25.00%, 6.00%, 1.40, 1.40, 25.81, 27.40, 22.50%, 6.40%, 0.70%, -5.98%, -5.37%, 7.88%, 88.05%, 4.74%, 2.28%
61, ATKR, Atkore Inc., Industrials, Specialty Industrial Machinery, USA, 3.66B, 13.59, 0.69, 1.82, 6.34, -, 9.50%, -45.69%, 18.84%, 70.90%, -29.20%, -, -, 16.00%, 3.10, 2.40, 1.34, 0.00, 33.40%, -, -, -1.46%, 10.36%, 90.15%, 187.63%, 87.79%, 3.92%
63, ATSG, Air Transport Services Group Inc., Industrials, Integrated Freight & Logistics, USA, 1.82B, 13.83, -, 1.17, 1.64, 40.25, -51.60%, 10.73%, 0.50%, -71.30%, -3.40%, -2.10%, -8.50%, 8.10%, 1.00, 0.90, 1.66, 1.66, 56.10%, 13.70%, -4.10%, -7.07%, -6.93%, -20.77%, 15.32%, -20.74%, 3.30%
65, AVAV, AeroVironment Inc., Industrials, Aerospace & Defense, USA, 2.72B, 41.53, 4.29, 6.89, 5.00, 34.92, -3.10%, 41.55%, 20.50%, 120.60%, 27.30%, 5.10%, 5.70%, 8.10%, 9.30, 8.30, 0.00, 0.00, 40.10%, 11.90%, 7.60%, -1.52%, -5.04%, 27.91%, 54.78%, 26.16%, 3.20%
67, AWI, Armstrong World Industries Inc., Industrials, Building Products & Equipment, USA, 5.03B, 23.00, 2.17, 5.36, 10.73, 43.25, -136.00%, 16.53%, 13.40%, 116.80%, 1.30%, 9.80%, 36.70%, 25.10%, 2.00, 1.50, 1.48, 1.54, 35.00%, 24.80%, 17.30%, 0.64%, 21.45%, 36.73%, 41.07%, 42.96%, 2.15%
