Index, Symbol, Company Name, Sector, Industry, Country, Market Cap, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, EPS This Y, EPS Next Y, EPS Next 5Y, EPS Q/Q, Sales Q/Q, ROA, ROE, ROI, Current Ratio, Quick Ratio, LT Debt/Equity, Debt/Equity, Gross Margin, Operating Margin, Net Margin, Perf Month, Perf Quarter, Perf Half Y, Perf Year, Perf YTD, Volatility (Month)
1, A, Agilent Technologies Inc., Healthcare, Diagnostics & Research, USA, 41.91B, 30.13, 4.28, 7.20, 8.80, 72.26, -31.60%, 11.80%, 10.80%, 48.10%, 14.10%, 7.50%, 14.80%, 10.00%, 2.10, 1.60, 0.45, 0.52, 53.50%, 14.50%, 12.40%, 2.97%, 10.97%, 20.80%, 56.72%, 16.58%, 1.67%
3, ABC, AmerisourceBergen Corporation, Healthcare, Medical Distribution, USA, 23.62B, 12.51, -, 0.12, -, 25.45, -530.90%, 7.40%, 8.81%, -54.70%, 3.70%, -8.40%, -806.00%, -105.20%, 1.10, 0.70, -, -, 2.80%, -2.30%, -1.90%, -5.37%, 11.21%, 11.28%, 20.35%, 17.37%, 2.62%
5, ABCM, Abcam plc, Healthcare, Biotechnology, United Kingdom, 4.56B, -, -, 16.92, -, -, -, -, -, -55.20%, 6.70%, -, -, -, -, -, -, -, -, -, -, -5.10%, -11.02%, 8.77%, -, -6.73%, 2.32%
7, ABIO, ARCA biopharma Inc., Healthcare, Biotechnology, USA, 49.59M, -, -, -, 0.65, -, 50.20%, -, -, 59.90%, -, -27.30%, -28.90%, -, 23.90, 23.90, 0.00, 0.00, -, -, -, -0.29%, -20.14%, -16.71%, -72.30%, -12.97%, 5.21%
9, ABT, Abbott Laboratories, Healthcare, Medical Devices, USA, 205.56B, 21.55, 2.20, 5.51, 6.18, 42.06, 24.50%, 7.32%, 16.49%, 227.60%, 35.30%, 8.10%, 17.80%, 9.70%, 1.80, 1.30, 0.52, 0.55, 56.90%, 18.10%, 15.30%, -3.60%, -4.55%, 9.62%, 22.89%, 6.54%, 1.41%
11, ACAD, ACADIA Pharmaceuticals Inc., Healthcare, Biotechnology, USA, 3.53B, -, -, 7.70, 6.15, -, -12.00%, 37.10%, 25.00%, 26.70%, 18.30%, -33.60%, -41.20%, -45.80%, 6.20, 6.10, 0.00, 0.00, 95.60%, -57.60%, -56.70%, 8.50%, -54.92%, -60.01%, -55.03%, -58.21%, 4.21%
13, ACCD, Accolade Inc., Healthcare, Health Information Services, USA, 2.99B, -, -, 19.22, 6.71, -, 9.10%, 13.10%, 24.80%, 17.40%, 29.30%, -21.40%, -348.60%, 20.50%, 6.10, 6.10, 0.00, 0.00, 43.40%, -28.40%, -32.00%, 1.08%, 7.24%, -0.10%, -, 16.07%, 7.04%
15, ACET, Adicet Bio Inc., Healthcare, Biotechnology, USA, 417.36M, -, -, 30.03, 1.48, -, 70.30%, -8.40%, 29.10%, 39.60%, 174.80%, -, -, -33.10%, 9.10, 9.10, 0.00, 0.00, -, -, -, -14.79%, -13.97%, 10.36%, -11.65%, -4.48%, 7.13%
17, ACHL, Achilles Therapeutics plc, Healthcare, Biotechnology, United Kingdom, 511.77M, -, -, -, -, -, -137.30%, -, -, -450.30%, -, -, -, -, 11.30, 11.30, 0.00, 0.00, -, -, -, -21.16%, -, -, -, -23.69%, 8.11%
19, ACIU, AC Immune SA, Healthcare, Biotechnology, Switzerland, 464.30M, -, -, 125.49, 1.90, -, -234.80%, 87.30%, -, -116.30%, -, -28.50%, -31.30%, -28.10%, 19.80, 19.80, 0.01, 0.01, -, -, -, -10.96%, -19.76%, 17.12%, -21.32%, 17.79%, 5.51%
22, ACRX, AcelRx Pharmaceuticals Inc., Healthcare, Drug Manufacturers - Specialty & Generic, USA, 171.50M, 14.95, -, 31.18, -, -, 29.60%, 133.30%, -, 60.20%, 25.00%, -46.50%, 66.50%, 120.80%, 4.60, 4.50, -, -, -0.40%, -, -, 8.59%, -29.44%, -9.74%, 0.00%, 12.10%, 8.96%
24, ADAG, Adagene Inc., Healthcare, Biotechnology, China, 552.74M, -, -, 789.62, -, -, -207.40%, -34.80%, -, -, -18.50%, -, -, 53.10%, 4.90, 4.90, -, -, -, -, -, -4.06%, -43.23%, -, -, -52.72%, 8.99%
26, ADCT, ADC Therapeutics SA, Healthcare, Biotechnology, Switzerland, 1.71B, -, -, -, 5.58, -, -111.40%, 16.70%, 6.70%, -9.20%, -, -54.40%, -84.40%, -, 9.50, 9.50, 0.15, 0.16, -, -, -, -14.76%, -20.75%, -39.34%, -41.41%, -32.36%, 6.42%
28, ADMA, ADMA Biologics Inc., Healthcare, Biotechnology, USA, 223.11M, -, -, 4.64, 1.80, -, 1.00%, 45.60%, -, 39.10%, 56.90%, -36.30%, -85.80%, -, 8.40, 3.90, 0.83, 0.83, -29.50%, -, -, -14.63%, -27.69%, -4.37%, -46.81%, -10.26%, 6.54%
30, ADMS, Adamas Pharmaceuticals Inc., Healthcare, Drug Manufacturers - Specialty & Generic, USA, 229.83M, -, -, 2.90, 32.53, -, 46.60%, 72.80%, -, 39.80%, 33.10%, -38.40%, 207.00%, -, 5.40, 5.20, 21.39, 22.00, 97.70%, -51.20%, -67.30%, -1.60%, 9.94%, 26.26%, 100.36%, 27.71%, 6.33%
32, ADTX, ADiTx Therapeutics Inc., Healthcare, Biotechnology, USA, 38.50M, 3.12, -, -, 3.43, -, -120.20%, 100.00%, -, -275.50%, -, -121.80%, -176.90%, -, 4.30, 4.30, 0.17, 0.28, -, -, -, 3.69%, -12.73%, 44.10%, -, 35.10%, 9.27%
34, ADVM, Adverum Biotechnologies Inc., Healthcare, Biotechnology, USA, 344.69M, -, -, 45.96, 0.82, -, -37.20%, -7.20%, -, 6.30%, -, -27.60%, -30.80%, -, 20.60, 20.60, 0.00, 0.00, -, -, -, -9.66%, -74.02%, -74.95%, -83.23%, -68.08%, 5.76%
36, ADXS, Advaxis Inc., Healthcare, Biotechnology, USA, 67.80M, -, -, 35.68, 1.06, -, 60.30%, -, -, 68.80%, 53733.30%, -53.20%, -67.10%, -88.00%, 9.90, 9.90, 0.00, 0.00, -, -, -, -2.98%, -45.82%, 66.03%, -30.32%, 37.08%, 12.00%
38, AERI, Aerie Pharmaceuticals Inc., Healthcare, Drug Manufacturers - Specialty & Generic, USA, 781.76M, -, -, 9.11, -, -, 9.20%, 41.30%, -, 15.20%, 13.30%, -46.40%, -430.40%, -68.70%, 3.10, 2.80, -, -, 69.80%, -, -, -6.22%, -15.07%, 27.87%, 16.11%, 20.58%, 5.07%
40, AFIB, Acutus Medical Inc., Healthcare, Medical Devices, USA, 416.19M, -, -, 39.64, 4.54, -, -127.00%, 22.60%, -, -41.70%, 125.00%, -70.80%, -391.50%, -52.20%, 6.30, 5.50, 0.42, 0.45, -87.60%, -, -, 11.82%, -23.83%, -40.75%, -, -43.53%, 8.57%
21, ACRS, Aclaris Therapeutics Inc., Healthcare, Biotechnology, USA, 1.13B, -, -, 163.19, 9.97, -, 56.20%, 4.10%, -, -55.10%, 28.60%, -66.00%, -106.90%, -105.00%, 9.30, -, 0.10, 0.00, 26.10%, -, -, -10.83%, -7.56%, 571.90%, 1477.31%, 243.74%, 5.87%
23, ACST, Acasti Pharma Inc., Healthcare, Biotechnology, Canada, 99.92M, -, -, 1233.58, 3.03, -, 30.30%, 34.00%, -, -, -, -, -, -, -, -, -, -, -, -, -, 0.83%, -32.71%, 86.31%, -21.12%, 53.63%, 11.44%
25, ADAP, Adaptimmune Therapeutics plc, Healthcare, Biotechnology, United Kingdom, 785.08M, -, -, 218.08, 2.53, -, 30.10%, -4.10%, 1.00%, -6.50%, -50.00%, -30.10%, -39.00%, -39.10%, 11.50, 11.50, 0.00, 0.00, -, -, -, -12.98%, -12.22%, 9.11%, -54.56%, -6.68%, 6.85%
27, ADIL, Adial Pharmaceuticals Inc., Healthcare, Biotechnology, USA, 42.51M, -, -, -, 7.06, -, -0.20%, 7.80%, -, -40.10%, -, -169.30%, -211.10%, -, 3.00, 3.00, 0.00, 0.00, -, -, -, 13.67%, 3.35%, 30.69%, 52.93%, 45.29%, 7.71%
29, ADMP, Adamis Pharmaceuticals Corporation, Healthcare, Drug Manufacturers - Specialty & Generic, USA, 99.86M, -, -, 6.05, 17.21, -, -23.30%, 13.00%, -, -244.90%, -34.50%, -123.70%, -226.50%, -565.70%, 0.60, 0.50, 0.26, 1.51, 9.90%, -, -, -12.69%, -38.54%, 58.43%, 39.61%, 41.91%, 11.02%
31, ADPT, Adaptive Biotechnologies Corporation, Healthcare, Biotechnology, USA, 5.31B, -, -, 45.79, 7.24, -, -100.60%, -3.10%, 4.30%, -17.40%, 83.70%, -15.00%, -22.40%, -20.60%, 7.20, 7.00, 0.00, 0.00, 76.60%, -, -, -11.74%, -34.69%, -17.50%, -2.30%, -36.06%, 5.97%
33, ADUS, Addus HomeCare Corporation, Healthcare, Medical Care Facilities, USA, 1.53B, 24.45, 3.07, 1.96, 2.85, 23.32, 14.60%, 13.57%, 15.00%, 1.70%, 7.90%, 4.30%, 6.50%, 5.00%, 2.30, 2.30, 0.37, 0.37, 29.70%, 5.90%, 4.30%, -11.44%, -6.14%, 0.11%, -2.82%, -17.87%, 3.79%
35, ADXN, Addex Therapeutics Ltd, Healthcare, Biotechnology, Switzerland, 67.90M, -, -, 17.50, -, -, -, -, -, -, 72.70%, -, -, -, -, -, -, -, -, -, -, -6.41%, -16.52%, -22.47%, -, -30.22%, 4.15%
37, AEMD, Aethlon Medical Inc., Healthcare, Medical Devices, USA, 21.59M, -, -, 26.99, 1.81, -, 63.60%, -44.30%, -, 28.80%, 50.00%, -54.30%, -59.30%, -67.80%, 10.00, 10.00, 0.00, 0.00, -, -, -, -3.87%, -24.35%, 2.35%, 18.37%, -29.55%, 6.22%
39, AEZS, Aeterna Zentaris Inc., Healthcare, Biotechnology, USA, 105.41M, -, -, 34.00, 1.32, -, 63.90%, -, -, -142.50%, -45.50%, -16.90%, -31.40%, -45.90%, 15.70, 15.70, 0.00, 0.00, 52.90%, -, -, -19.63%, -23.12%, 126.17%, -23.78%, 107.78%, 6.00%
42, AGE, AgeX Therapeutics Inc., Healthcare, Biotechnology, USA, 47.40M, -, -, 33.85, -, -, 11.60%, -, -, 33.90%, 0.00%, -243.50%, 226.20%, -876.80%, 0.50, 0.50, -, -, 91.00%, -, -, -9.28%, -41.74%, -30.22%, 12.39%, -16.45%, 5.63%
44, AGIO, Agios Pharmaceuticals Inc., Healthcare, Biotechnology, USA, 3.52B, -, -, 30.28, 1.69, -, 30.80%, -125.00%, 40.00%, -6.60%, -, 121.50%, 170.00%, -, 24.40, -, 0.00, 0.00, 98.00%, -, -, 0.00%, 17.41%, 22.16%, 7.81%, 28.73%, 3.73%
46, AGLE, Aeglea BioTherapeutics Inc., Healthcare, Biotechnology, USA, 331.43M, -, -, -, 2.62, -, 38.10%, 10.70%, -, 34.30%, -, -49.20%, -58.20%, -, 4.70, 4.70, 0.00, 0.00, -, -, -, -19.49%, -15.15%, -23.94%, -24.97%, -16.01%, 5.47%
48, AGTC, Applied Genetic Technologies Corporation, Healthcare, Biotechnology, USA, 180.89M, -, -, -, 1.52, -, 12.00%, 19.90%, -, 19.60%, -, -62.10%, -90.60%, -58.30%, 6.80, 6.80, 0.10, 0.10, -, -, -, -6.74%, -27.22%, -6.74%, -16.46%, -1.96%, 6.65%
50, AHCO, AdaptHealth Corp., Healthcare, Medical Devices, USA, 3.45B, 19.62, -, 2.53, 1.63, 28.33, -225.50%, 85.42%, 44.20%, 95.70%, 151.90%, -7.70%, -25.40%, 6.70%, 1.00, 0.80, 0.98, 1.00, 18.80%, 5.00%, -12.20%, -11.85%, -18.00%, -12.23%, 61.87%, -30.27%, 5.94%
52, AIH, Aesthetic Medical International Holdings Group Limited, Healthcare, Medical Care Facilities, China, 217.56M, 3.48, -, 1.54, 3.32, -, -272.90%, 3.12%, -, -33.70%, 52.30%, -21.10%, -52.80%, -25.50%, 0.70, 0.60, 0.74, 1.18, 60.40%, -25.40%, -26.10%, 34.01%, 13.25%, 65.01%, 8.96%, 63.76%, 11.38%
54, AIM, AIM ImmunoTech Inc., Healthcare, Biotechnology, USA, 99.50M, -, -, 994.98, 1.34, -, 82.50%, -5.70%, 25.00%, 30.80%, -16.00%, -22.40%, -23.90%, -23.90%, 52.80, 52.80, 0.03, 0.03, -, -, -, -4.63%, -12.34%, 15.73%, -26.43%, 15.08%, 4.39%
56, AKRO, Akero Therapeutics Inc., Healthcare, Biotechnology, USA, 922.58M, -, -, -, 3.70, -, 13.30%, -11.50%, -, -4.10%, -, -34.90%, -36.80%, -, 25.20, 25.20, 0.00, 0.00, -, -, -, -19.07%, -14.42%, -9.25%, 2.99%, 1.47%, 4.83%
58, AKUS, Akouos Inc., Healthcare, Biotechnology, USA, 464.41M, -, -, -, 1.51, -, -249.40%, -7.10%, 22.10%, -46.00%, -, -16.10%, -17.20%, -, 41.20, 41.20, 0.00, 0.00, -, -, -, -12.47%, -37.93%, -32.54%, -, -34.14%, 7.36%
60, ALBO, Albireo Pharma Inc., Healthcare, Biotechnology, USA, 636.22M, -, -, 73.13, 4.33, -, -33.50%, 34.50%, -, -2.60%, 33.30%, -46.50%, -76.10%, -, 10.20, 10.20, 0.06, 0.07, -, -, -, 3.72%, -10.18%, -9.47%, 25.00%, -10.82%, 4.90%
41, AFMD, Affimed N.V., Healthcare, Biotechnology, Germany, 1.08B, -, -, 31.11, 9.34, -, 1.60%, 25.00%, -, 13.70%, 148.70%, -34.30%, -86.80%, -47.30%, 2.20, 2.20, 0.01, 0.02, -, -, -, -19.87%, 50.08%, 71.24%, 169.60%, 52.41%, 5.60%
43, AGEN, Agenus Inc., Healthcare, Biotechnology, USA, 936.52M, -, -, 11.04, -, -, -31.40%, -4.90%, -, 13.00%, -22.50%, -90.60%, 93.80%, -, 1.00, -, -, -, 95.90%, -, -, 37.86%, 7.58%, 21.37%, 14.21%, 33.96%, 6.46%
45, AGL, agilon health inc., Healthcare, Medical Care Facilities, USA, 14.36B, -, -, 11.79, -, -, 44.80%, -, -, -, 62.00%, -, -, -62.20%, 1.10, 1.10, 8.80, 8.80, -, -, -, 15.04%, -, -, -, 15.94%, 6.71%
47, AGRX, Agile Therapeutics Inc., Healthcare, Drug Manufacturers - Specialty & Generic, USA, 145.59M, -, -, 161.77, 4.03, -, -62.70%, 62.00%, -, -90.10%, -, -75.20%, -105.70%, -74.70%, 5.00, 4.80, 0.44, 0.44, -66.80%, -, -, -11.54%, -46.69%, -42.09%, -42.91%, -43.90%, 8.10%
49, AGTI, Agiliti Inc., Healthcare, Health Information Services, USA, 2.72B, -, -, 3.28, -, -, 36.30%, -, -, 175.70%, 31.30%, 0.00%, -0.10%, 2.50%, 1.20, 1.10, 2.90, 2.94, 39.80%, 8.10%, 0.00%, 37.89%, -, -, -, 33.35%, 6.21%
51, AHPI, Allied Healthcare Products Inc., Healthcare, Medical Devices, USA, 14.70M, -, -, 0.39, 1.67, -, -42.90%, -, -, -25.10%, -1.20%, -2.10%, -4.50%, -26.20%, 1.50, 0.40, 0.01, 0.42, 19.30%, -1.00%, -1.10%, -21.05%, -25.60%, -27.47%, -59.81%, -23.00%, 9.10%
53, AIKI, AIkido Pharma Inc., Healthcare, Biotechnology, USA, 97.59M, -, -, -, 0.62, -, 73.60%, -, -, 92.70%, -, -16.10%, -16.40%, -, 184.10, 184.10, 0.00, 0.00, -, -, -, 5.94%, -19.55%, 108.37%, 51.26%, 22.50%, 7.41%
55, AKBA, Akebia Therapeutics Inc., Healthcare, Biotechnology, USA, 560.41M, -, -, 2.16, 2.53, -, -17.20%, 37.50%, -, 4.40%, -40.90%, -58.20%, -136.50%, -109.40%, 2.10, 1.90, 0.45, 0.45, 38.50%, -, -, 8.00%, 4.31%, 6.36%, -69.85%, 25.36%, 5.89%
57, AKTX, Akari Therapeutics Plc, Healthcare, Biotechnology, United Kingdom, 71.60M, -, -, -, 4.99, -, 41.20%, -, -, 26.30%, -, -129.60%, -352.30%, -, 2.80, 2.80, 0.00, 0.00, -, -, -, -14.11%, -46.26%, 13.61%, -12.01%, -2.97%, 6.23%
59, AKYA, Akoya Biosciences Inc., Healthcare, Medical Instruments & Supplies, USA, 768.67M, -, -, 18.11, -, -, -18.90%, -, -, -, -, -, -, 79.30%, 1.20, 0.90, -, -, -, -, -, -7.43%, -, -, -, -20.08%, 10.02%
62, ALDX, Aldeyra Therapeutics Inc., Healthcare, Biotechnology, USA, 682.84M, -, -, -, 4.54, -, 50.70%, -14.00%, -, 26.80%, -, -39.90%, -50.70%, -, 13.30, 13.30, 0.08, 0.12, -, -, -, 0.12%, 2.62%, 85.76%, 154.47%, 82.51%, 5.55%
64, ALGN, Align Technology Inc., Healthcare, Medical Devices, USA, 47.47B, 46.49, 3.31, 16.86, 13.74, 65.26, 305.50%, 21.74%, 31.01%, -86.90%, 62.40%, 10.00%, 14.70%, 55.20%, 1.50, 1.40, 0.00, 0.00, 72.70%, 19.30%, 16.30%, -2.35%, 4.43%, 24.59%, 140.27%, 10.44%, 3.44%
66, ALHC, Alignment Healthcare Inc., Healthcare, Healthcare Plans, USA, 4.69B, -, -, 4.68, 13.35, -, 48.70%, 28.90%, -, -464.70%, 18.90%, -, -, -3.00%, 3.60, 3.60, 0.41, 0.41, 15.10%, -5.20%, -6.90%, -5.61%, -, -, -, 45.75%, 8.65%
68, ALKS, Alkermes plc, Healthcare, Biotechnology, Ireland, 3.62B, 23.54, -, 3.47, 3.45, 76.04, 44.20%, 90.32%, -14.10%, 42.60%, 2.10%, -5.00%, -8.90%, -9.40%, 2.70, 2.40, 0.28, 0.28, 83.50%, -9.00%, -9.10%, 4.09%, 18.07%, 23.01%, 35.99%, 13.63%, 2.56%
70, ALLO, Allogene Therapeutics Inc., Healthcare, Biotechnology, USA, 3.50B, -, -, 91.47, 3.18, -, -13.80%, -31.80%, 1.00%, 50.00%, -, -18.70%, -20.60%, -, 13.10, 13.10, 0.00, 0.00, -, -, -, -19.64%, -29.59%, -19.21%, -46.64%, 1.82%, 6.02%
72, ALNY, Alnylam Pharmaceuticals Inc., Healthcare, Biotechnology, USA, 16.48B, -, -, 28.87, 17.95, -, 8.00%, 44.10%, 46.09%, -5.80%, 78.50%, -26.30%, -76.90%, -68.80%, 5.00, 4.80, 0.21, 0.21, 84.60%, -, -, 1.65%, -4.54%, 13.18%, 4.97%, 9.25%, 3.69%
74, ALRN, Aileron Therapeutics Inc., Healthcare, Biotechnology, USA, 112.90M, -, -, -, 1.66, -, 49.30%, -12.50%, 2.10%, 65.50%, -, -66.10%, -83.30%, -, 20.90, 20.90, 0.00, 0.01, -, -, -, 0.00%, -26.35%, 14.95%, -24.07%, 18.27%, 8.34%
76, ALVR, AlloVir Inc., Healthcare, Biotechnology, USA, 1.51B, -, -, -, 4.41, -, -227.00%, -6.70%, -, -268.30%, -, -29.60%, -37.10%, -, 21.90, 21.90, 0.00, 0.00, -, -, -, -3.14%, -38.93%, -32.20%, -, -39.02%, 7.89%
78, ALXO, ALX Oncology Holdings Inc., Healthcare, Biotechnology, USA, 2.27B, -, -, 4541.77, 5.41, -, -311.10%, -28.30%, -, -65.30%, -100.00%, -18.70%, -22.70%, -10.40%, 30.60, 30.60, 0.00, 0.00, 9.10%, -, -, -21.07%, -35.49%, -16.66%, -, -34.39%, 7.80%
80, AMEH, Apollo Medical Holdings Inc., Healthcare, Medical Care Facilities, USA, 1.91B, 27.25, -, 2.74, 4.23, 29.71, 160.80%, 0.00%, -, 178.90%, 6.70%, 5.70%, 16.80%, 4.30%, 2.90, 2.90, 0.65, 0.69, 23.30%, 14.00%, 6.70%, 17.80%, 37.76%, 91.86%, 84.65%, 90.91%, 4.47%
61, ALC, Alcon Inc., Healthcare, Medical Instruments & Supplies, Switzerland, 34.82B, 30.30, -, 5.10, 1.81, -, 85.60%, 19.20%, 6.90%, -, 1.40%, -, -, -, -, -, -, -, -, -, -, -7.81%, -1.08%, 10.29%, 9.66%, 5.61%, 1.53%
63, ALEC, Alector Inc., Healthcare, Biotechnology, USA, 1.45B, -, -, 80.35, 6.20, -, -43.30%, 8.90%, -, -22.90%, -43.10%, -39.80%, -69.70%, -73.00%, 5.80, 5.80, 0.00, 0.00, -, -, -, -7.39%, 2.12%, 33.94%, -45.57%, 17.65%, 6.87%
65, ALGS, Aligos Therapeutics Inc., Healthcare, Biotechnology, USA, 1.12B, -, -, -, 5.34, -, -109.30%, -5.90%, -, 47.80%, -, -, -, -, 8.70, 8.70, 0.00, 0.00, -, -, -, 2.88%, -4.52%, 55.32%, -, 0.83%, 9.57%
67, ALIM, Alimera Sciences Inc., Healthcare, Drug Manufacturers - Specialty & Generic, USA, 69.51M, -, -, 1.46, -, -, 52.30%, -273.70%, -, -163.50%, -22.80%, -16.00%, 23.50%, -2.50%, 2.70, 2.50, -, -, 86.20%, -6.60%, -16.40%, 2.54%, 26.35%, 121.52%, 108.79%, 148.82%, 5.09%
69, ALLK, Allakos Inc., Healthcare, Biotechnology, USA, 5.31B, -, -, -, 8.76, -, -64.20%, -15.10%, -10.50%, -82.80%, -, -31.30%, -34.00%, -, 27.50, 27.50, 0.00, 0.00, -, -, -, -6.56%, -14.24%, -2.21%, 56.06%, -27.54%, 4.65%
71, ALNA, Allena Pharmaceuticals Inc., Healthcare, Biotechnology, USA, 63.50M, -, -, -, 2.53, -, 52.70%, -27.00%, -, 31.00%, -, -105.10%, -178.60%, -, 5.70, 5.70, 0.42, 0.00, -, -, -, -8.40%, -37.36%, -21.01%, -35.12%, -14.84%, 7.86%
73, ALPN, Alpine Immune Sciences Inc., Healthcare, Biotechnology, USA, 244.22M, -, -, 21.42, 4.78, 10.62, 41.20%, 21.00%, -, -49.80%, 190.90%, -24.90%, -66.40%, -39.80%, 2.30, 2.30, 0.12, 0.19, -, -, -, -16.98%, -17.75%, 17.66%, 188.11%, -15.40%, 8.65%
75, ALT, Altimmune Inc., Healthcare, Biotechnology, USA, 494.87M, -, -, 72.77, 2.00, -, -19.70%, 11.50%, -, -48.50%, -63.60%, -28.40%, -31.90%, -21.90%, 25.00, 25.00, 0.00, 0.00, -, -, -, -11.04%, -22.91%, 25.37%, 36.31%, 12.15%, 7.29%
77, ALXN, Alexion Pharmaceuticals Inc., Healthcare, Biotechnology, USA, 39.24B, 12.42, 6.83, 6.27, 3.13, 13.19, -74.60%, 5.35%, 8.49%, 14.10%, 13.30%, 3.80%, 6.00%, 4.30%, 4.50, 4.00, 0.19, 0.20, 90.90%, 9.20%, 10.90%, 6.63%, 16.17%, 43.62%, 47.25%, 13.00%, 0.97%
79, AMED, Amedisys Inc., Healthcare, Medical Care Facilities, USA, 8.50B, 34.15, 3.20, 4.01, 10.75, 25.63, 43.60%, 8.58%, 13.29%, 57.00%, 9.20%, 12.60%, 26.20%, 18.90%, 0.80, 0.80, 0.29, 0.31, 43.50%, 11.50%, 9.50%, -9.57%, 1.26%, 9.86%, 34.53%, -11.92%, 3.03%
82, AMN, AMN Healthcare Services Inc., Healthcare, Medical Care Facilities, USA, 4.21B, 21.23, 4.80, 1.57, 4.72, 20.13, -38.10%, -17.93%, 6.89%, 439.70%, 47.00%, 5.30%, 15.50%, 7.60%, 1.40, 1.40, 1.00, 1.00, 32.80%, 8.10%, 4.80%, 10.28%, 16.27%, 33.50%, 99.95%, 29.96%, 3.23%
84, AMPH, Amphastar Pharmaceuticals Inc., Healthcare, Drug Manufacturers - Specialty & Generic, USA, 905.51M, 13.62, 15.14, 2.46, 2.22, 20.08, -97.10%, 39.46%, 25.00%, 24.40%, 21.60%, 0.40%, 0.60%, 1.70%, 2.40, 1.60, 0.08, 0.11, 41.10%, 3.70%, 0.70%, 7.68%, 8.24%, 5.88%, 1.50%, -5.92%, 2.95%
