Index, Symbol, Company Name, Sector, Industry, Country, Market Cap, Forward PE, PEG, Price/Sales, Price/Book, Price/FCF, EPS This Y, EPS Next Y, EPS Next 5Y, EPS Q/Q, Sales Q/Q, ROA, ROE, ROI, Current Ratio, Quick Ratio, LT Debt/Equity, Debt/Equity, Gross Margin, Operating Margin, Net Margin, Perf Month, Perf Quarter, Perf Half Y, Perf Year, Perf YTD, Volatility (Month)
21, BATRA, The Liberty Braves Group, Communication Services, Entertainment, USA, 26.59B, -, -, 150.20, 4.22, -, 54.50%, 93.40%, 45.10%, -409.00%, -48.10%, -3.60%, -15.90%, -2.60%, 1.30, 1.30, 1.82, 2.11, -, -78.00%, -33.90%, 0.18%, -7.06%, 5.84%, 23.59%, 12.26%, 3.19%
23, BBGI, Beasley Broadcast Group Inc., Communication Services, Broadcasting, USA, 79.79M, 9.52, -, 0.41, 0.32, -, -229.30%, 583.30%, -, -13.90%, -16.50%, -2.60%, -7.50%, -0.40%, 2.70, 2.70, 1.20, 1.20, 11.40%, -3.80%, -9.90%, -4.17%, 7.81%, 70.37%, 16.46%, 85.23%, 6.22%
25, BHAT, Fujian Blue Hat Interactive Entertainment Technology Ltd., Communication Services, Electronic Gaming & Multimedia, China, 44.70M, -, -, 1.48, 0.54, -, -19.50%, -, -, 139.00%, 214.60%, -, -, 12.00%, 3.00, 3.00, 0.00, 0.10, 46.30%, 31.70%, 27.40%, -30.84%, -38.07%, -12.64%, -27.83%, -6.75%, 6.69%
27, BILI, Bilibili Inc., Communication Services, Electronic Gaming & Multimedia, China, 39.82B, -, -, 18.71, 10.10, -, -118.30%, 32.90%, 13.47%, -56.50%, 68.50%, -12.00%, -27.70%, -19.90%, 4.20, -, 0.35, 0.35, 23.90%, -26.70%, -24.90%, -6.49%, -25.91%, 72.84%, 230.50%, 25.03%, 5.72%
29, BOMN, Boston Omaha Corporation, Communication Services, Advertising Agencies, USA, 881.47M, 63.87, -, 19.29, 1.80, -, 97.10%, 23.08%, -, 394.00%, 15.80%, 18.70%, 27.10%, -1.20%, 13.30, 13.30, 0.05, 0.05, 63.40%, -11.70%, -, 9.11%, -33.71%, 33.65%, 87.87%, 10.89%, 4.57%
31, CANG, Cango Inc., Communication Services, Internet Content & Information, China, 839.21M, 10.51, 0.10, 2.61, 0.66, -, 760.20%, 16.38%, 11.11%, 1386.50%, 173.80%, 34.10%, 51.70%, -0.50%, 3.60, 3.60, 0.12, 0.31, 46.50%, 15.50%, -, -15.81%, -21.75%, -25.49%, 33.03%, -8.78%, 7.05%
33, CBB, Cincinnati Bell Inc., Communication Services, Telecom Services, USA, 784.63M, -, -, 0.49, -, 230.77, 14.60%, 60.00%, 35.80%, 84.80%, 7.90%, -1.30%, 10.70%, 5.50%, 0.80, 0.70, -, -, 47.90%, 7.50%, -2.20%, -0.19%, 0.59%, 1.25%, 4.55%, 0.79%, 0.17%
35, CCOI, Cogent Communications Holdings Inc., Communication Services, Telecom Services, USA, 3.55B, 62.69, -, 6.18, -, -, -83.50%, 13.13%, -, 104.90%, 4.20%, 1.60%, -5.80%, 12.70%, 0.70, 0.70, -, -, 61.60%, 17.90%, 2.80%, 3.93%, 25.33%, 33.08%, -1.20%, 26.27%, 2.16%
37, CHT, Chunghwa Telecom Co. Ltd., Communication Services, Telecom Services, Taiwan, 31.29B, -, 18.62, 4.15, 2.29, 18.60, 1.90%, -, 1.40%, 6.30%, 4.10%, 6.70%, 9.10%, 8.20%, 1.40, 1.20, 0.07, 0.09, 33.90%, 20.50%, 16.20%, -0.90%, 3.33%, 7.53%, 10.64%, 6.08%, 0.91%
39, CIDM, Cinedigm Corp., Communication Services, Entertainment, USA, 239.00M, -, -, 7.73, 23.83, -, 21.60%, 77.80%, 10.00%, -33.60%, -13.00%, -60.80%, -, -17.20%, 0.80, 0.80, 0.25, 2.90, 51.10%, -35.50%, -, -3.38%, -0.69%, 155.59%, 68.24%, 121.77%, 9.00%
42, CMPR, Cimpress plc, Communication Services, Advertising Agencies, Ireland, 2.57B, 22.96, -, 1.07, -, 8.84, -136.10%, 640.00%, 20.00%, -55.10%, -4.20%, -5.50%, 26.50%, 2.20%, 0.40, 0.30, -, -, 49.40%, 1.60%, -4.40%, 3.29%, 1.45%, 3.23%, 10.19%, 13.19%, 5.12%
44, CNK, Cinemark Holdings Inc., Communication Services, Entertainment, USA, 2.87B, 31.56, -, 11.14, 5.17, -, -520.40%, 122.40%, 4.00%, -243.60%, -79.00%, -, -, -19.00%, 1.30, 1.20, 5.04, 5.11, 71.10%, -, -, 4.91%, -5.19%, 36.42%, 50.77%, 30.16%, 4.97%
46, COMS, COMSovereign Holding Corp., Communication Services, Telecom Services, USA, 157.20M, -, -, 17.47, 1.06, -, -44.80%, -, -, -49.70%, -16.00%, -33.20%, -42.80%, -21.40%, 1.30, 1.00, 0.08, 0.13, 48.90%, -, -, -1.68%, -34.08%, -62.14%, -14.29%, -61.00%, 6.47%
48, CRTO, Criteo S.A., Communication Services, Advertising Agencies, France, 2.29B, 15.92, -, 1.08, 2.04, 16.66, -16.20%, 3.31%, -4.87%, 40.50%, 7.50%, 4.30%, 7.40%, 6.80%, 1.90, 1.90, 0.00, 0.00, 32.90%, 5.60%, 3.70%, -7.29%, 6.80%, 93.96%, 263.32%, 81.57%, 5.17%
50, CSSE, Chicken Soup for the Soul Entertainment Inc., Communication Services, Broadcasting, USA, 545.47M, -, -, 7.15, 6.64, -, -24.10%, 33.30%, -, 29.20%, 75.80%, -26.60%, -99.30%, -63.00%, -, -, 0.47, 0.00, 23.40%, -52.70%, -55.50%, 27.71%, 41.99%, 141.72%, 426.89%, 95.05%, 10.81%
52, CXDO, Crexendo Inc., Communication Services, Telecom Services, USA, 99.40M, 34.26, -, 5.85, 3.61, 99.40, 522.70%, 40.91%, -, -556.60%, 15.40%, 29.00%, 38.10%, 28.90%, 4.50, 4.40, 0.07, 0.07, 69.20%, 5.70%, 41.60%, -9.69%, -11.65%, -17.03%, -11.50%, -23.38%, 6.77%
54, DASH, DoorDash Inc., Communication Services, Internet Content & Information, USA, 49.79B, -, -, 13.83, 10.74, -, 31.20%, 26.70%, -, 16.80%, 197.50%, -9.90%, -25.70%, -8.70%, 4.60, 4.60, 0.00, 0.00, 51.80%, -11.40%, -12.30%, 0.11%, -11.02%, -, -, 5.27%, 7.04%
56, DISCA, Discovery Inc., Communication Services, Entertainment, USA, 15.96B, 9.88, 1.92, 1.48, 1.47, 6.98, -37.10%, 16.49%, 11.35%, -61.90%, 4.10%, 2.20%, 7.20%, 7.80%, 1.90, 1.90, 1.36, 1.39, 64.20%, 18.90%, 6.90%, -15.39%, -44.81%, 17.62%, 47.63%, 6.71%, 4.75%
58, DISH, DISH Network Corporation, Communication Services, Entertainment, USA, 23.49B, 15.30, 4.68, 1.40, 1.68, 7.50, 15.90%, -16.52%, 2.40%, 690.90%, 39.80%, 6.30%, 17.70%, 6.40%, 1.10, 1.10, 1.07, 1.21, 34.40%, 19.70%, 13.80%, -3.40%, 32.52%, 20.35%, 37.50%, 34.57%, 2.85%
60, DLB, Dolby Laboratories Inc., Communication Services, Entertainment, USA, 9.79B, 25.20, 2.07, 7.98, 3.82, 36.22, -34.20%, 10.10%, 16.00%, -15.40%, -9.20%, 10.20%, 12.20%, 8.70%, 5.70, 5.60, 0.00, 0.00, 88.60%, 25.40%, 24.90%, -4.45%, -3.05%, 9.79%, 60.61%, 0.42%, 2.42%
41, CMLS, Cumulus Media Inc., Communication Services, Broadcasting, USA, 220.04M, 7.45, -, 0.28, 0.56, 3.58, -197.30%, 590.00%, 10.00%, -115.40%, -13.90%, -3.20%, -14.00%, 0.60%, 3.90, 3.90, 2.43, 2.45, 57.10%, -1.50%, -7.30%, 14.26%, 9.80%, 33.09%, 112.38%, 25.92%, 5.48%
43, CNET, ZW Data Action Technologies Inc., Communication Services, Advertising Agencies, China, 55.70M, -, -, 1.31, 2.72, -, -228.00%, -, 10.00%, 121.20%, 90.90%, -9.50%, -17.50%, -46.40%, 1.50, 1.50, 0.01, 0.00, -2.30%, -12.40%, -5.20%, -13.24%, -45.20%, 14.19%, 96.67%, 31.11%, 8.74%
45, CNSL, Consolidated Communications Holdings Inc., Communication Services, Telecom Services, USA, 759.00M, 37.29, -, 0.58, 2.24, 5.96, 259.40%, -73.44%, 2.00%, -470.10%, -0.30%, -1.20%, -11.90%, 4.60%, 1.80, 1.80, 6.46, 6.48, 56.50%, 8.10%, -3.30%, 30.54%, 80.00%, 68.95%, 54.46%, 91.41%, 4.65%
47, CRTD, Creatd Inc., Communication Services, Internet Content & Information, USA, 40.81M, -, -, 24.01, 18.35, -, -93.90%, -, -, 29.90%, 133.30%, -483.10%, -, -284.80%, 0.80, 0.80, 0.05, 0.90, -, -, -, 3.38%, -33.27%, 26.55%, -62.24%, -11.78%, 9.23%
49, CSCW, Color Star Technology Co. Ltd., Communication Services, Entertainment, USA, 94.90M, -, 1.42, 41.26, 2.43, -, 61.00%, -, 20.00%, 33.70%, -82.40%, -27.30%, -174.10%, -, 9.30, -, 0.00, 0.00, 16.90%, -, -, -17.74%, 12.09%, 75.86%, 145.78%, 44.89%, 9.62%
51, CURI, CuriosityStream Inc., Communication Services, Entertainment, USA, 622.86M, -, -, 12.56, 3.08, -, 69.00%, 64.00%, -, -, 69.80%, -, -, -59.50%, 4.00, 4.00, 0.00, 0.00, 91.60%, -, -, -25.31%, -40.08%, 13.68%, 15.78%, -19.00%, 8.44%
53, DAO, Youdao Inc., Communication Services, Internet Content & Information, China, 3.07B, -, -, 4.94, -, 128.34, -132.60%, 44.40%, -, -81.70%, 147.50%, -80.70%, 288.60%, 331.60%, 0.90, 0.80, -, -, 50.10%, -49.20%, -48.10%, -10.19%, -32.44%, -19.78%, 7.03%, -9.35%, 6.90%
55, DIS, The Walt Disney Company, Communication Services, Entertainment, USA, 325.30B, 35.30, -, 5.58, 3.79, 244.22, -125.10%, 111.67%, 51.70%, 93.50%, -13.40%, -2.20%, -5.30%, -1.90%, 1.20, 1.20, 0.60, 0.66, 30.60%, -7.50%, -7.70%, -3.60%, -8.38%, 19.83%, 52.30%, -1.40%, 1.85%
57, DISCK, Discovery Inc., Communication Services, Entertainment, USA, -, 9.30, 1.64, -, 1.82, -, -11.60%, 14.10%, 16.45%, -62.90%, 4.10%, -, -, -, -, -, -, -, -, -, -, -7.05%, -37.80%, 23.11%, 53.39%, 14.74%, 4.62%
59, DJCO, Daily Journal Corporation, Communication Services, Publishing, USA, 434.52M, -, -, 8.64, 2.07, -, 116.00%, -, -, 122.10%, 12.90%, 44.10%, 70.80%, -0.80%, 12.60, 12.60, 0.16, 0.16, 93.10%, 4.60%, -, 6.15%, -8.16%, 18.33%, 14.11%, -20.92%, 1.66%
62, DLX, Deluxe Corporation, Communication Services, Advertising Agencies, USA, 1.92B, 8.49, 2.76, 1.10, 3.43, -, 104.50%, 4.99%, 7.50%, 139.90%, -9.30%, -, -, 1.70%, 1.20, 1.20, 1.50, 1.50, 59.50%, -, -, 3.47%, 10.39%, 61.05%, 95.29%, 56.03%, 2.86%
64, DOYU, DouYu International Holdings Limited, Communication Services, Internet Content & Information, China, 2.60B, 27.24, 2.90, 1.75, 2.34, -, -133.30%, 390.00%, 36.31%, -124.30%, -5.50%, 1.80%, 2.30%, 4.10%, 4.10, 4.10, 0.00, 0.00, 14.10%, -0.60%, 1.70%, -17.54%, -48.20%, -43.53%, -12.22%, -28.57%, 6.82%
66, EDR, Endeavor Group Holdings Inc., Communication Services, Entertainment, USA, 7.52B, -, -, 2.16, -, -, -, -, -, -, -26.00%, -, -, -, -, -, -, -, -, -, -, 17.66%, -, -, -, 17.66%, 8.35%
68, EEX, Emerald Holding Inc., Communication Services, Advertising Agencies, USA, 395.78M, 7.99, -, 9.75, 1.07, -, 28.60%, -1.39%, 5.00%, 96.10%, -87.10%, -9.40%, -25.80%, -78.60%, 2.80, 2.80, 1.35, 1.36, 55.70%, -, -, 1.25%, -1.57%, 18.70%, 154.50%, 4.24%, 5.02%
70, ESGC, Eros STX Global Corporation, Communication Services, Entertainment, USA, 428.68M, 24.00, -, 1.08, -, -, -222.20%, 145.50%, -, -, -52.80%, -, -, -, -, -, -, -, -, -, -, -15.49%, -38.46%, -47.37%, -62.85%, -34.07%, 10.73%
72, EVER, EverQuote Inc., Communication Services, Internet Content & Information, USA, 900.81M, -, -, 2.44, 11.81, 136.49, -48.30%, 96.20%, -, -147.00%, 27.50%, -11.30%, -19.70%, -, 2.10, 2.10, 0.00, 0.00, 94.00%, -3.70%, -3.70%, -11.38%, -36.39%, -22.74%, -41.52%, -15.58%, 5.68%
74, FENG, Phoenix New Media Limited, Communication Services, Internet Content & Information, China, 128.79M, -, 0.36, 0.68, 0.50, -, -37.10%, -, 5.29%, 24.50%, -2.30%, 12.00%, 20.50%, -7.60%, 2.40, 2.40, 0.00, 0.00, 53.30%, -6.30%, 34.20%, 2.96%, -4.40%, 63.80%, 212.01%, 45.00%, 5.38%
76, FOX, Fox Corporation, Communication Services, Broadcasting, USA, 21.29B, 15.44, 1.56, 1.68, 1.97, -, -, 14.60%, 9.20%, -25.30%, 8.20%, -, -, -, -, -, -, -, -, -, -, -1.49%, 8.66%, 25.28%, 26.06%, 25.62%, 2.48%
78, FUBO, fuboTV Inc., Communication Services, Broadcasting, USA, 3.60B, -, -, 10.89, 4.10, -, -717.40%, 28.00%, -, 67.80%, -, -, -, -197.80%, 2.40, -, 0.44, 0.48, -, -, -, 14.91%, -38.78%, -6.02%, 105.54%, -15.21%, 9.35%
80, FWONK, Formula One Group, Communication Services, Broadcasting, USA, 9.09B, 558.13, -, 7.94, 1.58, -, 87.50%, 125.00%, -, -, -7.30%, -, -, -, -, -, -, -, -, -, -, -5.62%, -1.78%, 5.33%, 28.86%, 4.81%, 2.87%
61, DLPN, Dolphin Entertainment Inc., Communication Services, Entertainment, USA, 65.91M, 15.56, -, 2.73, 3.04, -, 23.70%, 150.50%, -, -, 9.10%, -, -, -2.40%, 0.80, 0.80, 0.20, 0.47, 89.70%, -12.10%, -, -34.10%, 73.98%, 146.47%, 242.40%, 151.76%, 10.92%
63, DMS, Digital Media Solutions Inc., Communication Services, Advertising Agencies, USA, 644.14M, 11.75, -, 1.93, -, -, -32.20%, 43.92%, -, -, 56.70%, 0.20%, 0.50%, 5.70%, 1.30, 1.30, -, -, 60.30%, -, 0.10%, -11.13%, -0.47%, 54.18%, 3.58%, -11.13%, 4.80%
65, EA, Electronic Arts Inc., Communication Services, Electronic Gaming & Multimedia, USA, 40.91B, 20.14, 3.22, 7.27, 5.27, 23.23, -72.20%, 10.46%, 15.51%, -81.80%, -3.00%, 6.90%, 10.60%, 8.90%, 2.40, 2.40, 0.24, 0.24, 73.50%, 18.60%, 14.90%, -2.33%, 4.12%, 17.63%, 16.32%, -0.47%, 2.25%
67, EDUC, Educational Development Corporation, Communication Services, Publishing, USA, 117.36M, -, -, 0.57, 2.99, 83.83, 120.90%, -, -, 290.20%, 99.50%, 14.10%, 34.80%, 20.10%, 1.50, 0.20, 0.26, 0.40, 70.70%, 7.80%, 6.20%, -21.57%, -10.61%, -9.15%, 74.55%, -6.25%, 5.17%
69, EGLX, Enthusiast Gaming Holdings Inc., Communication Services, Electronic Gaming & Multimedia, Canada, 800.42M, -, -, 10.97, -, -, -, -, -, -, 361.50%, -, -, -, -, -, -, -, -, -, -, -16.93%, 22.46%, 207.76%, 462.60%, 93.93%, 8.42%
71, EVC, Entravision Communications Corporation, Communication Services, Broadcasting, USA, 399.29M, 12.62, -, 0.93, 1.42, 6.85, 80.00%, 8.82%, -, 114.80%, 131.90%, 5.50%, 13.90%, 1.00%, 2.40, 2.40, 0.75, 0.76, 32.60%, 12.40%, 8.70%, 19.44%, 40.24%, 59.93%, 211.33%, 69.82%, 5.15%
73, FB, Facebook Inc., Communication Services, Internet Content & Information, USA, 943.50B, 21.64, 1.19, 9.99, 7.00, 39.05, 57.00%, 15.78%, 23.70%, 92.80%, 47.60%, 22.20%, 27.50%, 22.20%, 6.10, 6.10, 0.00, 0.00, 80.50%, 40.40%, 35.70%, -0.24%, 24.09%, 19.28%, 46.04%, 20.34%, 2.08%
75, FLNT, Fluent Inc., Communication Services, Advertising Agencies, USA, 230.71M, 16.06, -, 0.76, 1.12, 9.08, 226.10%, 1700.00%, 40.00%, -81.40%, -11.00%, -1.40%, -2.10%, 2.90%, 2.00, 2.00, 0.21, 0.24, 30.60%, 0.40%, -1.50%, -25.03%, -55.26%, -9.69%, 44.86%, -45.57%, 7.96%
77, FOXA, Fox Corporation, Communication Services, Broadcasting, USA, 21.73B, 13.70, 1.38, 1.75, 1.99, 9.92, -36.90%, -2.71%, 8.05%, 650.20%, -6.50%, 9.00%, 18.80%, 7.90%, 2.90, 2.70, 0.65, 0.72, 39.00%, 21.10%, 16.20%, -1.11%, 7.36%, 27.47%, 28.04%, 28.26%, 2.72%
